DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.33.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.267005ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_162, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.29-18.33.33, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.207581ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdCCD53C2A431B66C0DA68C7BB03D14ED0_171, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__8C11E31833198E6582F84D52D5F1ACE70473B75A, StartTime=2015.11.29-18.33.33, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=10.828976ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_159, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__6C42748001665E34E035A67D1A97970665B2A2DF, StartTime=2015.11.29-18.33.33, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=3.822207ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_160, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__77CABBFAE8EC0B2957FAC9B994429DCD32275870, StartTime=2015.11.29-18.33.33, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.829332ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_161, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__66D7D14BA454FBF72711D62BA47235B802137FEB, StartTime=2015.11.29-18.33.33, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.244662ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_162, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__97F0985DFE2D299F60A1729988F9B14FC86C29DD, StartTime=2015.11.29-18.33.33, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.222150ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_265, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/M_Sky_Panning_Clouds2.uasset, FlushAsyncLoading=0.021849ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.178777ms, TagPackageExports=0.597250ms, BeginCacheForCookedPlatformData=0.014566ms, SerializeImports=2.685312ms, GatherLocalizableTextData=0.009600ms, MarkNames=0.024501ms, SerializeSummary=0.012249ms, SerializeNames=0.121504ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.263199ms, SortExportsNonSeekfree=1.409035ms, SortExportsSeekfreeConstructor=0.014566ms, SortExportsSeekfreeInner=1.366992ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.038404ms, SerializeImportMap=0.006955ms, SerializeExportMap=0.015229ms, SerializeDependencyMap=0.006624ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=0.771724ms, SerializeBulkData=0.017215ms, AsyncWrite=0.162553ms, UnaccountedTime=0.196990ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_266, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Zenith_Color.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.348616ms, TagPackageExports=0.011921ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.020858ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.007946ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.073832ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.098329ms, SerializeExports=0.020195ms, SerializeBulkData=0.009932ms, AsyncWrite=0.060257ms, UnaccountedTime=0.081111ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_267, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Horizon_Color.uasset, FlushAsyncLoading=0.014566ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.302598ms, TagPackageExports=0.014570ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.018209ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.006620ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007942ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.190370ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.005625ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.013243ms, SerializeBulkData=0.007283ms, AsyncWrite=0.047673ms, UnaccountedTime=0.138719ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_268, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Cloud_Color.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.070516ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.016224ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003308ms, SerializeSummary=0.006292ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001322ms, BuildExportMap=0.007287ms, SortExportsNonSeekfree=0.003308ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.082105ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604ms, SerializeExports=0.011917ms, SerializeBulkData=0.007283ms, AsyncWrite=0.044696ms, UnaccountedTime=0.063565ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_269, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/BP_Sky_Sphere.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.095349ms, TagPackageExports=33.790352ms, BeginCacheForCookedPlatformData=0.028472ms, SerializeImports=0.619102ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.034433ms, SerializeSummary=0.013243ms, SerializeNames=0.142358ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.342328ms, SortExportsNonSeekfree=1.379568ms, SortExportsSeekfreeConstructor=0.019867ms, SortExportsSeekfreeInner=7.096819ms, SortExportsSeekfree=0.011921ms, BuildDependencyMap=0.050321ms, SerializeImportMap=0.012580ms, SerializeExportMap=0.015561ms, SerializeDependencyMap=0.005625ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.163883ms, SerializeBulkData=0.009932ms, AsyncWrite=0.076476ms, UnaccountedTime=0.109915ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_457, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.29-18.33.34, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_163, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.104949ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_270, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/OrientParticle.uasset, FlushAsyncLoading=0.009935ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.095680ms, TagPackageExports=0.048332ms, BeginCacheForCookedPlatformData=0.037082ms, SerializeImports=0.054628ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.008941ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.152621ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009935ms, SerializeExports=0.049327ms, SerializeBulkData=0.008278ms, AsyncWrite=1.947686ms, UnaccountedTime=0.175469ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_271, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultParticle.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.090051ms, TagPackageExports=0.327762ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.413176ms, GatherLocalizableTextData=0.004306ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.116207ms, SerializeGatherableTextData=0.003640ms, BuildExportMap=0.016555ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.964738ms, SortExportsSeekfree=0.005960ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.614136ms, SerializeBulkData=0.014566ms, AsyncWrite=1.147490ms, UnaccountedTime=2.508521ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_272, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Defaultpparticle.uasset, FlushAsyncLoading=0.016883ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.132430ms, TagPackageExports=0.070848ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.897530ms, GatherLocalizableTextData=0.006624ms, MarkNames=0.010263ms, SerializeSummary=0.011258ms, SerializeNames=0.071842ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.102300ms, SortExportsNonSeekfree=0.121504ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.798211ms, SortExportsSeekfree=0.006292ms, BuildDependencyMap=0.018209ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.005960ms, SerializeDependencyMap=0.002977ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.072502ms, SerializeBulkData=0.008609ms, AsyncWrite=0.086740ms, UnaccountedTime=0.112232ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_273, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cylinder.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.124153ms, TagPackageExports=0.056945ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.077803ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004962ms, SerializeSummary=0.009272ms, SerializeNames=0.107598ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.019200ms, SortExportsNonSeekfree=0.008278ms, SortExportsSeekfreeConstructor=0.021521ms, SortExportsSeekfreeInner=0.693589ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.090715ms, SerializeBulkData=0.009932ms, AsyncWrite=0.204936ms, UnaccountedTime=0.097662ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_274, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/BasicShapeMaterial.uasset, FlushAsyncLoading=0.016883ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.106271ms, TagPackageExports=0.339016ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.396956ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004303ms, SerializeSummary=0.009604ms, SerializeNames=0.072502ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.017218ms, SortExportsNonSeekfree=0.009932ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.877004ms, SortExportsSeekfree=0.007283ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.807479ms, SerializeBulkData=0.020526ms, AsyncWrite=0.125147ms, UnaccountedTime=0.120506ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_275, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/IAMBULLETHELLO.uasset, FlushAsyncLoading=0.020854ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.289686ms, TagPackageExports=8.600213ms, BeginCacheForCookedPlatformData=0.018537ms, SerializeImports=0.318822ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.024498ms, SerializeSummary=0.011258ms, SerializeNames=0.116207ms, SerializeGatherableTextData=0.002645ms, BuildExportMap=0.265520ms, SortExportsNonSeekfree=0.363182ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=6.235376ms, SortExportsSeekfree=0.014901ms, BuildDependencyMap=0.034429ms, SerializeImportMap=0.010263ms, SerializeExportMap=0.008937ms, SerializeDependencyMap=0.005297ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022843ms, SerializeExports=0.121504ms, SerializeBulkData=0.009932ms, AsyncWrite=0.075154ms, UnaccountedTime=0.106275ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_276, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/BasicDummyEnemy.uasset, FlushAsyncLoading=0.015888ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.274457ms, TagPackageExports=19.478188ms, BeginCacheForCookedPlatformData=0.024501ms, SerializeImports=1.206089ms, GatherLocalizableTextData=0.005960ms, MarkNames=0.037409ms, SerializeSummary=0.011258ms, SerializeNames=0.121169ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.566792ms, SortExportsNonSeekfree=0.652205ms, SortExportsSeekfreeConstructor=0.010926ms, SortExportsSeekfreeInner=10.807790ms, SortExportsSeekfree=0.037078ms, BuildDependencyMap=0.045687ms, SerializeImportMap=0.019867ms, SerializeExportMap=0.019863ms, SerializeDependencyMap=0.004970ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023507ms, SerializeExports=0.455219ms, SerializeBulkData=0.027146ms, AsyncWrite=0.103295ms, UnaccountedTime=0.153616ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_458, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3A83DD754C0386805A4FE8947E7950A6__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.244662ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_459, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_458, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.072174ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_460, GetCachedData, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_458, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.136070ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_461, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4ADBA3FF4A1CAC0900065B9508841249__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.209235ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_462, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_461, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.096008ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_463, GetCachedData, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_461, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.082768ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_464, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E9D35B384E9AEF1314BA65B075E73A51__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=149502 bytes, Retrieved=true, Duration=0.719413ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_465, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_464, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.080116ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_466, GetCachedData, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_464, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.454560ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_467, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9C4CDBC84B460948026551A7DBE9ED79__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=72019 bytes, Retrieved=true, Duration=0.300612ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_468, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_467, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.088062ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_469, GetCachedData, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_467, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.131104ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_470, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_442238A542D14A6E9EF1909AA079E6D9__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=6750 bytes, Retrieved=true, Duration=0.180434ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_471, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_470, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061579ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_472, GetCachedData, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_470, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.084754ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_473, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EB045BEA46A8F29023EC00AEA655CC83__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=1707 bytes, Retrieved=true, Duration=0.235721ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_474, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_473, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048004ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_475, GetCachedData, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_473, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158913ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_476, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C989537C4CD396786DFD4FAA3E70CCB6__1_0_13123_0, StartTime=2015.11.29-18.33.34, HierarchicalDDC, DataSize=3501 bytes, Retrieved=true, Duration=0.191357ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_477, CachedDataProbablyExists, Parent=DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_476, StartTime=2015.11.29-18.33.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078797ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
