DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.20-16.17.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.520773ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_415, GetCachedData, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_413, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=10.311514ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_416, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E5BEA7814F73FE398AB595ADF2E45554__1_0_13123_0, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=108.091125ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_417, CachedDataProbablyExists, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_416, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098992ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_418, GetCachedData, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_416, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=107.952408ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPersonBP/Maps/Bar.umap, AllOfLoadPackage_Duration=868.475631ms, AllOfLoadPackage_HitCount=4626, ResolveRedirectors_Duration=0.408243ms, ResolveRedirectors_HitCount=4626, CacheForCookedPlatformData_Duration=1037.378162ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.106607ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.550240ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=74.923515ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_419, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__53D9503621D53E4F7C8A29751DB20288A8DA1CAB, StartTime=2015.11.20-16.17.43, HierarchicalDDC, Duration=0.213873ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_420, CachedDataProbablyExists, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_419, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.197317ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_421, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__DF1F759487BB80CFAE3F13B05B7265B398B57DB3, StartTime=2015.11.20-16.17.43, HierarchicalDDC, Duration=0.165533ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_422, CachedDataProbablyExists, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_421, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.144344ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_187, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__53D9503621D53E4F7C8A29751DB20288A8DA1CAB, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=17.031908ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_188, CachedDataProbablyExists, Parent=DDCTransactionId5050998D4C8658B183155B8B31A04A7E_187, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.071842ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_189, GetCachedData, Parent=DDCTransactionId5050998D4C8658B183155B8B31A04A7E_187, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=16.923983ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_200, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__DF1F759487BB80CFAE3F13B05B7265B398B57DB3, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=28.373383ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_201, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_200, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063233ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_202, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_200, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=28.271082ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_177, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__0D86E6EA85439ED9C21E2C2BDFE97C6970BE1A7A, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=530.685730ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_178, CachedDataProbablyExists, Parent=DDCTransactionId04427F7B4812F5257FBB4A809403A03F_177, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.102632ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_179, GetCachedData, Parent=DDCTransactionId04427F7B4812F5257FBB4A809403A03F_177, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=529.806091ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_203, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__0855BB090AE1D9F9CD225BE784E702354E7BFF7D, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=518.375549ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_204, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_203, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.131764ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_205, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_203, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=517.859436ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_206, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__90A2B2A8794B247F6862B0B404E5FC6C0C198D7D, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=191.898575ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_207, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_206, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.117529ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_208, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_206, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=191.661530ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_180, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__7148FCEAAD8B93B62D0A5E55C3FB91F874C32AF0, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=324.728607ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_181, CachedDataProbablyExists, Parent=DDCTransactionId04427F7B4812F5257FBB4A809403A03F_180, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085749ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_182, GetCachedData, Parent=DDCTransactionId04427F7B4812F5257FBB4A809403A03F_180, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=324.433960ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_209, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__46BC831546E49017ED87453428A2C5502B8A3439, StartTime=2015.11.20-16.17.43, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=132.666794ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_210, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_209, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112232ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_211, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_209, StartTime=2015.11.20-16.17.43, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=132.498291ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_212, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__E193983A8019021DF0055647164D4C4E55FA7A85, StartTime=2015.11.20-16.17.44, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=7.782135ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_213, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_212, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.121836ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_214, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_212, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=7.623885ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_183, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__BA4F7EE57EE284DE15007C85D9369DC859E1BD99, StartTime=2015.11.20-16.17.44, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=163.663910ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_184, CachedDataProbablyExists, Parent=DDCTransactionId04427F7B4812F5257FBB4A809403A03F_183, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076149ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_185, GetCachedData, Parent=DDCTransactionId04427F7B4812F5257FBB4A809403A03F_183, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=163.512955ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_215, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__3CBB62CD54EAB30A8DBE00A152CDEA68F8248D65, StartTime=2015.11.20-16.17.44, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=156.078766ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_216, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_215, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.110574ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_217, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_215, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=155.922501ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_291, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Maps/Bar.umap, FlushAsyncLoading=0.017546ms, FlushStreamingFunc=0.006951ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.148319ms, TagPackageExports=9.587463ms, BeginCacheForCookedPlatformData=0.162557ms, SerializeImports=3.996015ms, GatherLocalizableTextData=0.007614ms, MarkNames=0.037745ms, SerializeSummary=0.018209ms, SerializeNames=0.136398ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.222478ms, SortExportsNonSeekfree=0.828672ms, SortExportsSeekfreeConstructor=0.014566ms, SortExportsSeekfreeInner=30.589233ms, SortExportsSeekfree=0.008941ms, BuildDependencyMap=0.124149ms, SerializeImportMap=0.032112ms, SerializeExportMap=0.018872ms, SerializeDependencyMap=0.006288ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015557ms, SerializeExports=3.787115ms, SerializeBulkData=1.837771ms, AsyncWrite=2.754170ms, UnaccountedTime=0.500251ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleWest.uasset, AllOfLoadPackage_Duration=254.614208ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.068530ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011586ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.764772ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_292, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleWest.uasset, FlushAsyncLoading=0.019204ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083763ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleNorth.uasset, AllOfLoadPackage_Duration=14.231715ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.071511ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.064228ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.860121ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_293, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleNorth.uasset, FlushAsyncLoading=0.024166ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.114549ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleEast.uasset, AllOfLoadPackage_Duration=7.741746ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051316ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008609ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.684984ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_294, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleEast.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.082437ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Yes.uasset, AllOfLoadPackage_Duration=0.033438ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.024498ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007950ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.685146ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_295, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Yes.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.072174ms, TagPackageExports=0.019200ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.034101ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007946ms, SerializeNames=0.032775ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.016220ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.473760ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010591ms, SerializeExports=0.020199ms, SerializeBulkData=0.007614ms, AsyncWrite=0.046350ms, UnaccountedTime=0.069853ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/u0-eus-d1-5cba9cdbb3335af16c465ce711a6adf0_pimgpsh_fullsize_distr.uasset, AllOfLoadPackage_Duration=217.315510ms, AllOfLoadPackage_HitCount=5848, ResolveRedirectors_Duration=0.417121ms, ResolveRedirectors_HitCount=5848, CacheForCookedPlatformData_Duration=733.229555ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059593ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.090048ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=18.106565ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_423, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2ED7EBE54FADD37E9E928DB0D08E53C__B609ED133BF2F27D1B00C092794D5CC50C6173BD, StartTime=2015.11.20-16.17.44, HierarchicalDDC, Duration=0.129782ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_424, CachedDataProbablyExists, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_423, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094686ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_190, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2ED7EBE54FADD37E9E928DB0D08E53C__B609ED133BF2F27D1B00C092794D5CC50C6173BD, StartTime=2015.11.20-16.17.44, HierarchicalDDC, DataSize=1331464 bytes, Retrieved=true, Duration=731.235168ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_191, CachedDataProbablyExists, Parent=DDCTransactionId5050998D4C8658B183155B8B31A04A7E_190, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.070188ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_192, GetCachedData, Parent=DDCTransactionId5050998D4C8658B183155B8B31A04A7E_190, StartTime=2015.11.20-16.17.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=730.187988ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_296, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/u0-eus-d1-5cba9cdbb3335af16c465ce711a6adf0_pimgpsh_fullsize_distr.uasset, FlushAsyncLoading=0.018541ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.134081ms, TagPackageExports=0.055291ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.056613ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.009935ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.154611ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.617113ms, SerializeBulkData=0.020858ms, AsyncWrite=0.953153ms, UnaccountedTime=14.943850ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
