DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.07-10.38.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.623073ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_239, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/CubeMaterial.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.084091ms, TagPackageExports=0.005625ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Materials/HealthLow.uasset, AllOfLoadPackage_Duration=66.626895ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044029ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011586ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.995860ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_240, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/HealthLow.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002977ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Materials/HealthFull.uasset, AllOfLoadPackage_Duration=0.682667ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047013ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017546ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.014400ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_241, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/HealthFull.uasset, FlushAsyncLoading=0.014901ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.102963ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_308, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF44273AC__C8C214C8B866386C361AF289CFD451CD6AC9FD13, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=92411 bytes, Retrieved=true, Duration=89.004265ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_309, CachedDataProbablyExists, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_308, StartTime=2015.11.07-10.40.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=38.900093ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_310, GetCachedData, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_308, StartTime=2015.11.07-10.40.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=49.974060ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_311, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF44273AC__6E7B2A67EC1DC7A89DC0485B1E74A01AA2F75B1C, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=60851 bytes, Retrieved=true, Duration=49.820442ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_312, CachedDataProbablyExists, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_311, StartTime=2015.11.07-10.40.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=24.083044ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_313, GetCachedData, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_311, StartTime=2015.11.07-10.40.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=25.636423ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Materials/HealthBad.uasset, AllOfLoadPackage_Duration=274.752550ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009932ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048004ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016883ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.720736ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_242, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/HealthBad.uasset, FlushAsyncLoading=0.016887ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.171825ms, TagPackageExports=0.234067ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.266179ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004966ms, SerializeSummary=0.009600ms, SerializeNames=0.047673ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011921ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.515807ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.371128ms, SerializeBulkData=0.009935ms, AsyncWrite=0.083428ms, UnaccountedTime=0.096671ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA.uasset, AllOfLoadPackage_Duration=14.043663ms, AllOfLoadPackage_HitCount=372, ResolveRedirectors_Duration=0.023156ms, ResolveRedirectors_HitCount=372, CacheForCookedPlatformData_Duration=50.026700ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.100646ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.105280ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.014062ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_314, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2015.11.07-10.40.39, HierarchicalDDC, Duration=0.017215ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionIdEA1CEA1E485528E306635ABFCDD5DDD7_94, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.129782ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_249, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__36D14B777ED17E3D5FC75B48AED96537AE53896D, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.048502ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_250, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__60DD8B40791EDDF0CEA9C6EA24FB368B50CCE7B2, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.157259ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_251, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__54360FB6FDE14A1E68B0C73A350C5AF456C27A04, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.081774ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_83, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__07A88AF74FC1E73AB09610F8C968130817CECAC3, StartTime=2015.11.07-10.40.39, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=28.407816ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_243, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA.uasset, FlushAsyncLoading=0.018209ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.119515ms, TagPackageExports=0.083100ms, BeginCacheForCookedPlatformData=0.035092ms, SerializeImports=0.055291ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.009932ms, SerializeNames=0.361860ms, SerializeGatherableTextData=0.003971ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.166196ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.247639ms, SerializeBulkData=0.109918ms, AsyncWrite=0.180766ms, UnaccountedTime=0.170168ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, AllOfLoadPackage_Duration=0.063568ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=1.520276ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046350ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=1.849029ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=203.409228ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_244, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, FlushAsyncLoading=0.017878ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.235394ms, TagPackageExports=82.447083ms, BeginCacheForCookedPlatformData=0.047341ms, SerializeImports=16.134378ms, GatherLocalizableTextData=0.013907ms, MarkNames=0.094023ms, SerializeSummary=0.015561ms, SerializeNames=0.336699ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.910442ms, SortExportsNonSeekfree=6.499242ms, SortExportsSeekfreeConstructor=0.031449ms, SortExportsSeekfreeInner=11.821858ms, SortExportsSeekfree=0.011586ms, BuildDependencyMap=0.113558ms, SerializeImportMap=0.022512ms, SerializeExportMap=0.042707ms, SerializeDependencyMap=0.014901ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021186ms, SerializeExports=0.460520ms, SerializeBulkData=0.010926ms, AsyncWrite=0.090051ms, UnaccountedTime=0.169840ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/ThirdPersonOverview.uasset, AllOfLoadPackage_Duration=2.119843ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.002317ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041053ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013907ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.226118ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_245, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/ThirdPersonOverview.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.085749ms, TagPackageExports=0.454560ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.148650ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.009932ms, SerializeNames=0.077471ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.019863ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.287369ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.158582ms, SerializeBulkData=0.022512ms, AsyncWrite=0.071842ms, UnaccountedTime=0.090711ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_315, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_36__27246AA70E1A48788DD9642089772A69C007A779, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=3129 bytes, Retrieved=true, Duration=0.090711ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_316, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1946E97046D56F65528AFD8120B39B2__F9F8DA9D4173399B25FFE81BB44465579D3AEA24, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=1040 bytes, Retrieved=true, Duration=0.112236ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_317, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1946E97046D56F655__F5A9E0C7C2CE78DCDC264B1CBFD4130742684CCF, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=1741 bytes, Retrieved=true, Duration=0.074491ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/RightArm_StaticMesh.uasset, AllOfLoadPackage_Duration=253.943130ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006292ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047341ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016555ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.171811ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_246, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/RightArm_StaticMesh.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.143021ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.079125ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004966ms, SerializeSummary=0.009600ms, SerializeNames=0.034433ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.608839ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.056282ms, SerializeBulkData=0.008605ms, AsyncWrite=0.055950ms, UnaccountedTime=0.078466ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, AllOfLoadPackage_Duration=2.408545ms, AllOfLoadPackage_HitCount=54, ResolveRedirectors_Duration=0.003975ms, ResolveRedirectors_HitCount=54, CacheForCookedPlatformData_Duration=12.457844ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051647ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078131ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.126625ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_318, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.07-10.40.40, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionIdEA1CEA1E485528E306635ABFCDD5DDD7_95, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.554211ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1.008108ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_252, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.258233ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_253, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__AC9285A4DAFDC0716DEF13130A9B06B3FE11A1AD, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.076480ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_247, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, FlushAsyncLoading=0.020195ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.133753ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.052642ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.016883ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.012249ms, SortExportsSeekfreeInner=0.148650ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.049330ms, SerializeBulkData=0.059593ms, AsyncWrite=0.099320ms, UnaccountedTime=0.145342ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonGameMode.uasset, AllOfLoadPackage_Duration=4.806478ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011258ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043038ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021853ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.100290ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_248, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonGameMode.uasset, FlushAsyncLoading=0.018541ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.113223ms, TagPackageExports=0.264525ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.057936ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.008274ms, SerializeSummary=0.009604ms, SerializeNames=0.027478ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.061247ms, SortExportsNonSeekfree=0.014570ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=3.723882ms, SortExportsSeekfree=0.008937ms, BuildDependencyMap=0.012249ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.027146ms, SerializeBulkData=0.008278ms, AsyncWrite=0.072505ms, UnaccountedTime=0.091374ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Textures/UE4Man_Logo_N.uasset, AllOfLoadPackage_Duration=0.093360ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000659ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=1.530871ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044364ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078131ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.304735ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_319, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___16038ABA287E49944BE289986A4BB06926AA464A, StartTime=2015.11.07-10.40.40, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionIdEA1CEA1E485528E306635ABFCDD5DDD7_96, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___16038ABA287E49944BE289986A4BB06926AA464A, StartTime=2015.11.07-10.40.40, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.113558ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
