DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.01-14.21.06, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.667438ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__5413E1D9A7FB5A250B184DB7B95BA05A2380D64E, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.394635ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_52, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_51, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049993ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_296, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0125BE6E4DCE5A820BB819AD20D77__8268A3AFE4A25C927D823F77002E9BB2DCBDB182, StartTime=2015.11.01-14.21.39, HierarchicalDDC, Duration=0.071179ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_297, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_296, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053301ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_53, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_51, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.275783ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_298, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9B169FCC4C071FD8337B06BB45C96__6561EC0C230DD0BA5A0B6FAAB885971F15ADFF36, StartTime=2015.11.01-14.21.39, HierarchicalDDC, Duration=0.063565ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_299, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_298, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044364ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__6B8BAD9F5AAFA800D6F1F7259E2C0B642AA3507B, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.235058ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_50, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_49, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_300, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8ACE658C427C08B18C64C1976B20B__CFB9B2011531A01451C9610086F6B8C9144EF0E1, StartTime=2015.11.01-14.21.39, HierarchicalDDC, Duration=0.066213ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_301, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_300, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044692ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_51, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_49, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.108924ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_302, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_721607DC41242FC01D318F85602E1__2C1C093686E401AEAAC8BC83B33987BB31E64861, StartTime=2015.11.01-14.21.39, HierarchicalDDC, Duration=0.061579ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__C3A90E089DEAA8E0A6587B5DD9AFAF324909AA84, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.176128ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_303, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_302, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_55, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_54, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049993ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_56, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_54, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.091046ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__C88986E09A981B3C8E13061F56AC7F27FB3C58C4, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.168186ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_53, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_52, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046682ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_304, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_29DED3334E9DD35308031D879FCBC__2739F731D4B8A597F08D7F7B71A41690DBF2C6BD, StartTime=2015.11.01-14.21.39, HierarchicalDDC, Duration=0.061579ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_305, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_304, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_54, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_52, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090715ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__83804F1A39A28C94BFEECFE4904C082F156A037A, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.170499ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_58, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_57, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047341ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_306, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_51CF10E9498A855BD9BBE1A589B3A__81E556AEA42C2844C2A851D8174D31876D0110B4, StartTime=2015.11.01-14.21.39, HierarchicalDDC, Duration=0.054959ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_307, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_306, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042044ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__B8B6410F751F304EBF6210A5DCB1354EBD60EB2B, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.164211ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_56, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_55, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051979ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_59, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_57, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090051ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_57, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_55, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.085749ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__427FF720C255FB67CD507DEE0CC4CCA3C2CB96D4, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.423770ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_61, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_60, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_58, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__20504D06049E6874FFB10F365A3BA0EFE21BAC72, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.435028ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_59, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_58, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047013ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_62, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_60, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.180103ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_60, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_58, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.179771ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_61, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__51AD274F439F52B8BB1E5B69A187E99DAB9A8A39, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.280418ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__146F635D18A95BBD635EB8D578E0DD108B042C5C, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.310875ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_62, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_61, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084754ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_64, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_63, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.079457ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_63, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_61, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.126801ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_65, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_63, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.153285ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_64, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__F00E021C95427098E22487F494A75933D7C265D3, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.189371ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_65, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_64, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059262ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__0C88E0F01F08D0AFFE4230DD6F53CE5DD4FC8177, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.209901ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_67, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_66, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052642ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__D2CA6AA30EB0C405364619DCCEF74A92C240EA95, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.197649ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_49, CachedDataProbablyExists, Parent=DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_48, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054955ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_66, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_64, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.096671ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_68, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_66, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.125475ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_50, GetCachedData, Parent=DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_48, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109252ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_67, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9ABBC8AB406593A616B067A1A7B55__2B428899F27E2D6E3A3C9710F666754AC9FB0A7C, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.158250ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_68, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_67, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046019ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_69, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__59FAD77C570B01C5617465FDB47A679EE7AD4E49, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=0.168514ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_70, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_69, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__6F8632BB4A1720F93D6CA3909F5230C6592EDCEF, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.424761ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_69, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_67, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.084754ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_52, CachedDataProbablyExists, Parent=DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_51, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049662ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_71, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_69, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.088066ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_53, GetCachedData, Parent=DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_51, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.179440ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_70, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__2DB0D2AD9A068EB1C8DDBB48C6FFC89BA206F2E4, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.158586ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_71, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_70, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046682ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__7F10B03032E2771C6BBF8670043F3BA8560F1B26, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=297.791077ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_73, CachedDataProbablyExists, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_72, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_72, GetCachedData, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_70, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.082437ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_74, GetCachedData, Parent=DDCTransactionId91738EE642F94E3DF414AC82CB527C12_72, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=297.293793ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__FB0E9C11D4255D5EFA0011C01D77F80E94942759, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=172.452499ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_74, CachedDataProbablyExists, Parent=DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_73, StartTime=2015.11.01-14.21.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.523090ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__E9F8C4C2723CB0B7F3A8335EADE985B068CEA927, StartTime=2015.11.01-14.21.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.229433ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
