DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.08-20.38.18, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.914749ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_272, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_271, StartTime=2015.11.08-20.39.27, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058927ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_273, GetCachedData, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_271, StartTime=2015.11.08-20.39.27, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.092037ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_274, GetCachedData, CacheKey=REFL_ENC_96DFC022836B48889143E9DF484C3296_3BEB0D4C424C36D93ABDD69A4D5C21A2, StartTime=2015.11.08-20.39.27, HierarchicalDDC, DataSize=524280 bytes, Retrieved=true, Duration=0.876013ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_275, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_274, StartTime=2015.11.08-20.39.27, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.107598ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_276, GetCachedData, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_274, StartTime=2015.11.08-20.39.27, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.381395ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_277, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE00E67C0__C08A1973F3D0A6F310BEBD500428A54AD81CE26F, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=500487 bytes, Retrieved=true, Duration=1.024332ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_278, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE00E67C0__D868F222013716FCAE9C4BA9F9B54A7BED6D3F0D, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=376635 bytes, Retrieved=true, Duration=0.995860ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/Maps/ThirdPersonExampleMap.umap, AllOfLoadPackage_Duration=2238.054786ms, AllOfLoadPackage_HitCount=1680, ResolveRedirectors_Duration=87.976307ms, ResolveRedirectors_HitCount=1680, CacheForCookedPlatformData_Duration=1012.310848ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.068530ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=4.061233ms, SavePackageCacheForCookedPlatformData_HitCount=15, SaveCookedPackage_Duration=1887.684755ms, SaveCookedPackage_HitCount=14, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_279, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__D352EF6099751BD81C42A6DE96D945FFD469686A, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.098988ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_280, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_279, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081446ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__D352EF6099751BD81C42A6DE96D945FFD469686A, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=20.040676ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_281, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__56DF1C5E2D7029EBD2C9BBB1E06D6B8FED373892, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.073165ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_44, CachedDataProbablyExists, Parent=DDCTransactionId50ED686A41719344DF830A96EA96EE21_43, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059262ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_282, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_281, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050984ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_45, GetCachedData, Parent=DDCTransactionId50ED686A41719344DF830A96EA96EE21_43, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=19.940029ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__56DF1C5E2D7029EBD2C9BBB1E06D6B8FED373892, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=20.231369ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_283, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__83804F1A39A28C94BFEECFE4904C082F156A037A, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.077140ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_42, CachedDataProbablyExists, Parent=DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_41, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063896ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_284, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_283, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054628ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_43, GetCachedData, Parent=DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_41, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.132050ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId3E1DB9654F39D18C557157848B93DC30_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__83804F1A39A28C94BFEECFE4904C082F156A037A, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=20.219784ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_285, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__B8B6410F751F304EBF6210A5DCB1354EBD60EB2B, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.067540ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId3E1DB9654F39D18C557157848B93DC30_51, CachedDataProbablyExists, Parent=DDCTransactionId3E1DB9654F39D18C557157848B93DC30_50, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057608ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_286, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_285, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051316ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId3E1DB9654F39D18C557157848B93DC30_52, GetCachedData, Parent=DDCTransactionId3E1DB9654F39D18C557157848B93DC30_50, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.130396ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_287, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__D2CA6AA30EB0C405364619DCCEF74A92C240EA95, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.065219ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_288, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_287, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048999ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_289, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9ABBC8AB406593A616B067A1A7B55__2B428899F27E2D6E3A3C9710F666754AC9FB0A7C, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.061251ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_290, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_289, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045359ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_291, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__59FAD77C570B01C5617465FDB47A679EE7AD4E49, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.065554ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_292, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_291, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044364ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_293, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__2DB0D2AD9A068EB1C8DDBB48C6FFC89BA206F2E4, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.062242ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_294, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_293, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044364ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_295, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__C38E11AD49F660C51DAD3B231050142C4A1D02CF, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.058271ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_296, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_295, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043038ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_297, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__CE3A018B55F9504514B0AE80757627EB75BD59C0, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.065219ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_298, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_297, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043701ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_299, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__3ED98A46F2A2B1EC3931F28D5D9711FB939A01DF, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.056282ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_300, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_299, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_301, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_011E0FFA425AA2D8D2E348A87A61F3AB__E906F801F263EC35DB88FEAD7A44A8BD3DEE061E, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.057936ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_302, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_301, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043038ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_303, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_CB63122C4E734D410B32FE9576F27221_0__20D41DE1BCCF9EE6443F96C322CECD35B94A992F, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.067208ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_304, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_303, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043038ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_305, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_11F8EAB5495566BDDDFCB5AB464FB668_0__B7ED205613C8C2ECF89DDA42FC365ACB8208A342, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.059925ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_306, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_305, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042379ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_307, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_32D05CE14D8F880EBEA959BED8A7414D_0__7284E281A6B24A9600CAEE2ECDB566ABB53336EC, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.067871ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_308, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_307, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_309, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_402A7C88436A32F9D71A4EAF62651993_0__FF17930B20A78E32E96B2D52A696AC1925AA966A, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.054959ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_310, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_309, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042375ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_311, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_B40526E74B68400A0CDCA697F8AC6143_0__D4E9C4CA0C1E7F579FF65DA640DB0D9F8CE7DCF4, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.059921ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_312, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_311, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042044ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_313, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8EABD656405F745550967F80E1C16146_0__AE6AD06FAB3CD96B931FCD67B590EFC3D2B813BA, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.060253ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_314, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_313, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.041712ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_315, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0125BE6E4DCE5A820BB819AD20D77__8268A3AFE4A25C927D823F77002E9BB2DCBDB182, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.060584ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_316, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_315, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.041716ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_317, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9B169FCC4C071FD8337B06BB45C96__6561EC0C230DD0BA5A0B6FAAB885971F15ADFF36, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.059593ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_318, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_317, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.041716ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_319, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8ACE658C427C08B18C64C1976B20B__CFB9B2011531A01451C9610086F6B8C9144EF0E1, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.075813ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_320, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_319, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052642ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_321, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_721607DC41242FC01D318F85602E1__2C1C093686E401AEAAC8BC83B33987BB31E64861, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.065885ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_322, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_321, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046682ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_323, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_29DED3334E9DD35308031D879FCBC__2739F731D4B8A597F08D7F7B71A41690DBF2C6BD, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.062902ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_324, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_323, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044033ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_325, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_51CF10E9498A855BD9BBE1A589B3A__81E556AEA42C2844C2A851D8174D31876D0110B4, StartTime=2015.11.08-20.39.28, HierarchicalDDC, Duration=0.054628ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_326, CachedDataProbablyExists, Parent=DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_325, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042047ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__1CD44EB81BF1F8CAF0DD85347ED1FE0743D2200D, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.634493ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_47, CachedDataProbablyExists, Parent=DDCTransactionId50ED686A41719344DF830A96EA96EE21_46, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069194ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_48, GetCachedData, Parent=DDCTransactionId50ED686A41719344DF830A96EA96EE21_46, StartTime=2015.11.08-20.39.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.816420ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__BD9662614888B1BBBFC70D5B5BCD2D5E2CE89C95, StartTime=2015.11.08-20.39.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.463169ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
