DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.50.23, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.470448ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_71, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_70, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049990ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__FFBFD73762C1E3D1AEF4257245869AB288BDC4BA, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.320476ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_66, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_65, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050321ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_72, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_70, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.139710ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__51AD274F439F52B8BB1E5B69A187E99DAB9A8A39, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.255253ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_66, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_65, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055622ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_67, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_65, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158913ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_67, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_65, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.134747ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__C7464E469B3E087CC09546E0C4040B796647FC8A, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.218507ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_74, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_73, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047673ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__F00E021C95427098E22487F494A75933D7C265D3, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.173148ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_69, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_68, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050653ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_75, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_73, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.099983ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__80B14ECB57F2338EB25F270298E75D061735DE11, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.189040ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_70, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_68, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090383ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_69, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_68, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050321ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_70, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_68, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.094023ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_76, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__BBF0CB4495B48494E8CF0B554AD6C1F907022735, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.159245ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__C38E11AD49F660C51DAD3B231050142C4A1D02CF, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.175469ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_77, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_76, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045355ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_72, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_71, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048999ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_78, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_76, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.083100ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__6FE139C262B3F87EAA3254BC583283E560166241, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.167191ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_73, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_71, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.100315ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_72, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_71, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_73, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_71, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089720ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_79, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__CE3A018B55F9504514B0AE80757627EB75BD59C0, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.160236ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_80, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_79, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047013ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_74, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__D4B9379B3017B5B9EB7AD9E1FB04BB1C06707ABC, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.287037ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_75, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_74, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_81, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_79, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.081446ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_74, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__3ED98A46F2A2B1EC3931F28D5D9711FB939A01DF, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.156265ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_75, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_74, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_76, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_74, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.129446ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_76, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_74, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.083763ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__B3CA89C48CC982CB9212F6BC6F6B2AA666E00C1A, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.371128ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_83, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_82, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044364ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_84, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_82, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133749ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__7318185D7B9854AA909E3414AD068EB30EF13FD0, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.292003ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_78, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_77, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_79, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_77, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.137724ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__27591AF091C447933252A5D38A0DE0A8B2F81130, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.196327ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_78, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_77, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050653ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_79, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_77, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.100974ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_80, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__A52A7ACA602663E597D753AFEE492D0B46DACAFC, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.176128ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_81, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_80, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054955ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_80, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__A4E8A48AB347396178264A2D75DBB0AB630BFAAA, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.193674ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_85, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__FFB57CFA5EC930120D697438DB9A72A9D0ECCAEE, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.225458ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_81, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_80, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051979ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_86, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_85, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049993ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_82, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_80, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090051ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_82, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_80, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.098988ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_87, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_85, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.129778ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_83, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_011E0FFA425AA2D8D2E348A87A61F3AB__E906F801F263EC35DB88FEAD7A44A8BD3DEE061E, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.153948ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_84, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_83, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_83, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__3649EAF04B8F0764BE4B409C43D02126E8E0E86A, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.158250ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_84, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_83, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_85, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_83, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.083096ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_88, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__F81E95E6615B5E0F348AF4F55EDA1426AE5D6950, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.157259ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_89, CachedDataProbablyExists, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_88, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047341ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_85, GetCachedData, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_83, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.084091ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_90, GetCachedData, Parent=DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_88, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.083100ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_86, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_CB63122C4E734D410B32FE9576F27221_0__20D41DE1BCCF9EE6443F96C322CECD35B94A992F, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=0.166859ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_87, CachedDataProbablyExists, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_86, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_86, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_11F8EAB5495566BDDDFCB5AB464FB668_0__B7ED205613C8C2ECF89DDA42FC365ACB8208A342, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=3250 bytes, Retrieved=true, Duration=0.154939ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_87, CachedDataProbablyExists, Parent=DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_86, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_88, GetCachedData, Parent=DDCTransactionId79170BB74F039421735FECA97D7FEE24_86, StartTime=2015.10.28-21.50.32, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089388ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_91, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_32D05CE14D8F880EBEA959BED8A7414D_0__7284E281A6B24A9600CAEE2ECDB566ABB53336EC, StartTime=2015.10.28-21.50.32, HierarchicalDDC, DataSize=4410 bytes, Retrieved=true, Duration=0.174146ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
