DDCTransactionId7DD710DF4B0C2D280045CEA328218379_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.24-15.51.22, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.651218ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_212, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__0D4C4BDB3A0A12F9E8F8362AC007EA958A932054, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.068862ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_307, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/T_MobileMenu2.uasset, FlushAsyncLoading=0.015229ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.084095ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.050321ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.156265ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.085745ms, SerializeBulkData=0.009272ms, AsyncWrite=0.092700ms, UnaccountedTime=0.144675ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x.uasset, AllOfLoadPackage_Duration=0.055619ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049662ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010595ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.154441ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_308, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x.uasset, FlushAsyncLoading=0.014238ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.078462ms, TagPackageExports=0.008941ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.017218ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.007283ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.232413ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.008609ms, SerializeBulkData=0.007283ms, AsyncWrite=0.046682ms, UnaccountedTime=0.068199ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/256x256.uasset, AllOfLoadPackage_Duration=0.528056ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062242ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008278ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.560835ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_309, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/256x256.uasset, FlushAsyncLoading=0.017878ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.063565ms, TagPackageExports=0.005625ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0004_Sprite.uasset, AllOfLoadPackage_Duration=0.048999ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.031784ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009604ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.496106ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_310, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0004_Sprite.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.074822ms, TagPackageExports=0.018869ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.035092ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005297ms, SerializeSummary=0.008278ms, SerializeNames=0.038072ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.021189ms, SortExportsNonSeekfree=0.006624ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.512496ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.024170ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059593ms, UnaccountedTime=0.076145ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0004.uasset, AllOfLoadPackage_Duration=0.770058ms, AllOfLoadPackage_HitCount=23, ResolveRedirectors_Duration=0.001989ms, ResolveRedirectors_HitCount=23, CacheForCookedPlatformData_Duration=2.824027ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055622ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.081774ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.216676ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_456, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_221E61F1467C97EB2E376D90403B2__E98D1EDEDF229878D62B0D6D388DF4572295D0AD, StartTime=2015.11.24-15.51.38, HierarchicalDDC, Duration=0.081774ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_457, CachedDataProbablyExists, Parent=DDCTransactionId7DD710DF4B0C2D280045CEA328218379_456, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060916ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_195, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_221E61F1467C97EB2E376D90403B2__E98D1EDEDF229878D62B0D6D388DF4572295D0AD, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.224799ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_196, CachedDataProbablyExists, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_195, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057939ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_197, GetCachedData, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_195, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.129119ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_203, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_221E61F1467C97EB2E376D90403B2__4FC52339D344D525C6326C2B26B455B7C2665662, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.490809ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_204, CachedDataProbablyExists, Parent=DDCTransactionIdF206744B452FB07762796DA1E382DD85_203, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058267ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_205, GetCachedData, Parent=DDCTransactionIdF206744B452FB07762796DA1E382DD85_203, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.644263ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_213, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_221E61F1467C97EB2E376D90403B2__FF665EBED4497058770A36D88CBED1718DADDA41, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.541303ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_214, CachedDataProbablyExists, Parent=DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_213, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052970ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_215, GetCachedData, Parent=DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_213, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.278100ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_216, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_221E61F1467C97EB2E376D90403B2__1C382F74E563985ED6611D47C4D757D88C81F47E, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.238702ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_217, CachedDataProbablyExists, Parent=DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_216, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052970ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_218, GetCachedData, Parent=DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_216, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.105280ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_219, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_221E61F1467C97EB2E376D90403B2__54D5DEAEE091451DCBC9FAB1973965F576BF0F2B, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.186063ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_220, CachedDataProbablyExists, Parent=DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_219, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_221, GetCachedData, Parent=DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_219, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.103295ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_311, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0004.uasset, FlushAsyncLoading=0.021849ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.113226ms, TagPackageExports=0.049327ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.051647ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.008937ms, SerializeNames=0.012584ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.158582ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.006951ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.047013ms, SerializeBulkData=0.713456ms, AsyncWrite=0.735968ms, UnaccountedTime=0.207581ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleWest.uasset, AllOfLoadPackage_Duration=0.561167ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001989ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.064559ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012584ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.398113ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_312, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleWest.uasset, FlushAsyncLoading=0.022180ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleNorth.uasset, AllOfLoadPackage_Duration=0.492632ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051975ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007283ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.657503ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_313, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleNorth.uasset, FlushAsyncLoading=0.014901ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.062574ms, TagPackageExports=0.004966ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleEast.uasset, AllOfLoadPackage_Duration=0.391323ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.000995ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.027478ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006292ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.650220ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_314, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleEast.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.055950ms, TagPackageExports=0.004970ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Yes.uasset, AllOfLoadPackage_Duration=0.029795ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.024170ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007283ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.565300ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_315, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Yes.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.077143ms, TagPackageExports=0.018872ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.035092ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.007946ms, SerializeNames=0.033438ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.526734ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.021853ms, SerializeBulkData=0.007614ms, AsyncWrite=0.049327ms, UnaccountedTime=0.078794ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/u0-eus-d1-5cba9cdbb3335af16c465ce711a6adf0_pimgpsh_fullsize_distr.uasset, AllOfLoadPackage_Duration=0.744577ms, AllOfLoadPackage_HitCount=20, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=20, CacheForCookedPlatformData_Duration=2.479386ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.054959ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.079125ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.074981ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_458, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2ED7EBE54FADD37E9E928DB0D08E53C__B609ED133BF2F27D1B00C092794D5CC50C6173BD, StartTime=2015.11.24-15.51.38, HierarchicalDDC, Duration=0.081442ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_459, CachedDataProbablyExists, Parent=DDCTransactionId7DD710DF4B0C2D280045CEA328218379_458, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061247ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_198, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2ED7EBE54FADD37E9E928DB0D08E53C__B609ED133BF2F27D1B00C092794D5CC50C6173BD, StartTime=2015.11.24-15.51.38, HierarchicalDDC, DataSize=1331464 bytes, Retrieved=true, Duration=1.586489ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_199, CachedDataProbablyExists, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_198, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055291ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_200, GetCachedData, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_198, StartTime=2015.11.24-15.51.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.616450ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_316, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/u0-eus-d1-5cba9cdbb3335af16c465ce711a6adf0_pimgpsh_fullsize_distr.uasset, FlushAsyncLoading=0.027150ms, FlushStreamingFunc=0.005629ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.128124ms, TagPackageExports=0.050656ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.052311ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.010263ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.156268ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.283066ms, SerializeBulkData=0.014566ms, AsyncWrite=0.759807ms, UnaccountedTime=0.250619ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0003_Sprite.uasset, AllOfLoadPackage_Duration=0.049330ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055954ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009269ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.634493ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
