DDCTransactionId99A2E8ED480105C676BC199D286565EE_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.26-13.56.38, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.488330ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_204, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/AntiAliasedTextMaterialTranslucent.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.156928ms, TagPackageExports=0.422448ms, BeginCacheForCookedPlatformData=0.008605ms, SerializeImports=0.478067ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.011254ms, SerializeSummary=0.009600ms, SerializeNames=0.099655ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.111569ms, SortExportsNonSeekfree=0.130445ms, SortExportsSeekfreeConstructor=0.007942ms, SortExportsSeekfreeInner=1.055453ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.016224ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.005297ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.608839ms, SerializeBulkData=0.010263ms, AsyncWrite=0.116535ms, UnaccountedTime=0.106607ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_205, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/SM_SkySphere.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.100978ms, TagPackageExports=0.047013ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.059921ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.006951ms, SerializeNames=0.024833ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.016555ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.650551ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.098661ms, SerializeBulkData=0.009269ms, AsyncWrite=0.080783ms, UnaccountedTime=0.083759ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_298, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__A00DDDDDBF6B391C42CE5DF0F1CB9F5FE88EFD80, StartTime=2015.10.26-13.56.57, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionIdCCC67D4D4F3E331AFCCA46A386C42E87_112, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__A00DDDDDBF6B391C42CE5DF0F1CB9F5FE88EFD80, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.145670ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__FA0745CFAD35B41F70CEACF87C824D99F6653BC8, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.346962ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__8F9207BE8FFC8694E1E8C08320ADF4FD519E5F36, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.286046ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_131, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__7051E7E88CD36D27158642FBAF42CDC035D428A7, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.107929ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_206, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Stars.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.097338ms, TagPackageExports=0.050325ms, BeginCacheForCookedPlatformData=0.036746ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007614ms, SerializeNames=0.015892ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.157919ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.050321ms, SerializeBulkData=0.026818ms, AsyncWrite=0.072170ms, UnaccountedTime=0.138719ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_299, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__033B40A7CD6EDB2A8C5BEC6C104D9FF39FAE99B1, StartTime=2015.10.26-13.56.57, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__033B40A7CD6EDB2A8C5BEC6C104D9FF39FAE99B1, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=12919 bytes, Retrieved=true, Duration=0.130773ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionIdCCC67D4D4F3E331AFCCA46A386C42E87_113, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__659A98AE69E93C35984CE59DFC41B9ADDA0893E2, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=8388871 bytes, Retrieved=true, Duration=26.979246ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_207, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Clouds_M.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.084423ms, TagPackageExports=0.097666ms, BeginCacheForCookedPlatformData=0.041053ms, SerializeImports=0.069525ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005297ms, SerializeSummary=0.009600ms, SerializeNames=0.019863ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.011917ms, SortExportsSeekfreeInner=0.180766ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.004306ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.059925ms, SerializeBulkData=0.115212ms, AsyncWrite=0.375431ms, UnaccountedTime=3.864586ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_132, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__7BCB945C6A82D205AE96C8F204E5B72B3255112D, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=12.540277ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_133, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__FDD785012476B36FBFB9EFEFD11F39A3CBC35FE3, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=524549 bytes, Retrieved=true, Duration=1.828503ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_134, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__9B510A5E2DE9B6D05B20B875A1ABB01D63B60746, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.498924ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_135, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__6D829488C3EF91BC7A1CBE9F2A8EEB47433609D9, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.181094ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_300, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.10.26-13.56.57, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionIdCCC67D4D4F3E331AFCCA46A386C42E87_114, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.146993ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_139, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__8C11E31833198E6582F84D52D5F1ACE70473B75A, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=12.180738ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_208, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Blue.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.111572ms, TagPackageExports=0.116538ms, BeginCacheForCookedPlatformData=0.100315ms, SerializeImports=0.071511ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.009269ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.184737ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.008274ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.054959ms, SerializeBulkData=0.575401ms, AsyncWrite=2.345964ms, UnaccountedTime=90.195122ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_140, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__6C42748001665E34E035A67D1A97970665B2A2DF, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=2.821051ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_141, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__77CABBFAE8EC0B2957FAC9B994429DCD32275870, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.730671ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__66D7D14BA454FBF72711D62BA47235B802137FEB, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.227775ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_143, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__97F0985DFE2D299F60A1729988F9B14FC86C29DD, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.152957ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_209, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/M_Sky_Panning_Clouds2.uasset, FlushAsyncLoading=0.013571ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.154607ms, TagPackageExports=0.500910ms, BeginCacheForCookedPlatformData=0.009269ms, SerializeImports=0.847209ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.023175ms, SerializeSummary=0.010595ms, SerializeNames=0.110578ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.260554ms, SortExportsNonSeekfree=1.297131ms, SortExportsSeekfreeConstructor=0.013907ms, SortExportsSeekfreeInner=1.533516ms, SortExportsSeekfree=0.004970ms, BuildDependencyMap=0.038404ms, SerializeImportMap=0.006292ms, SerializeExportMap=0.014566ms, SerializeDependencyMap=0.006620ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017218ms, SerializeExports=0.500247ms, SerializeBulkData=0.009600ms, AsyncWrite=0.084091ms, UnaccountedTime=0.111572ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_210, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Zenith_Color.uasset, FlushAsyncLoading=0.012252ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.084423ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.019532ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007614ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.072837ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.004970ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.012249ms, SerializeBulkData=0.007287ms, AsyncWrite=0.049330ms, UnaccountedTime=0.163216ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_211, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Horizon_Color.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.062574ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.014566ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.002980ms, SerializeSummary=0.006288ms, SerializeNames=0.011258ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006624ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.064556ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.011254ms, SerializeBulkData=0.007287ms, AsyncWrite=0.045024ms, UnaccountedTime=0.060257ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_212, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Cloud_Color.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.059262ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.014238ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.002980ms, SerializeSummary=0.005625ms, SerializeNames=0.010926ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006292ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.058930ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.003971ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.010595ms, SerializeBulkData=0.007283ms, AsyncWrite=0.045355ms, UnaccountedTime=0.058930ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_213, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/BP_Sky_Sphere.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.090383ms, TagPackageExports=23.714230ms, BeginCacheForCookedPlatformData=0.029135ms, SerializeImports=0.542954ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.033438ms, SerializeSummary=0.011254ms, SerializeNames=0.139382ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.678364ms, SortExportsNonSeekfree=1.318984ms, SortExportsSeekfreeConstructor=0.011917ms, SortExportsSeekfreeInner=4.100639ms, SortExportsSeekfree=0.009600ms, BuildDependencyMap=0.043370ms, SerializeImportMap=0.010926ms, SerializeExportMap=0.015229ms, SerializeDependencyMap=0.005294ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.147328ms, SerializeBulkData=0.009600ms, AsyncWrite=0.074159ms, UnaccountedTime=0.103295ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Start.uasset, AllOfLoadPackage_Duration=0.056282ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036418ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.192683ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=10.041364ms, SaveCookedPackage_HitCount=2, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_214, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Start.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.151299ms, TagPackageExports=0.045024ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.060253ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004306ms, SerializeSummary=0.008274ms, SerializeNames=0.024501ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012249ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.334047ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.055291ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051975ms, UnaccountedTime=0.072837ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_301, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.10.26-13.56.57, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.164542ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__7BC1922C2E345D1ABB0D1BC46468CD9FFCA2B7A5, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.489321ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__E5BDE673A03B9A061D3CB540CC12BEAC0CAC6739, StartTime=2015.10.26-13.56.57, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.187386ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_215, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/EmptyActor.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.050653ms, BeginCacheForCookedPlatformData=0.037078ms, SerializeImports=0.052311ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.006955ms, SerializeNames=0.017546ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.155605ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.088066ms, SerializeBulkData=0.009600ms, AsyncWrite=0.097997ms, UnaccountedTime=0.146333ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickInner.uasset, AllOfLoadPackage_Duration=0.539646ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.816420ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039067ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089388ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.719738ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_302, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A4535AA24BB699361857049E2A844B2__33DC436FC8699D1B1039C88C7BD1A5C66D1E258A, StartTime=2015.10.26-13.56.57, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
