DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.49.37, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.705179ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_284, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, FlushAsyncLoading=0.025161ms, FlushStreamingFunc=0.006624ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.121832ms, TagPackageExports=0.373777ms, BeginCacheForCookedPlatformData=0.008941ms, SerializeImports=0.328753ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.009604ms, SerializeSummary=0.009932ms, SerializeNames=0.066876ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.020526ms, SortExportsNonSeekfree=0.862107ms, SortExportsSeekfreeConstructor=0.014234ms, SortExportsSeekfreeInner=1.262702ms, SortExportsSeekfree=0.011589ms, BuildDependencyMap=0.021849ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.008609ms, SerializeDependencyMap=0.003640ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018537ms, SerializeExports=0.282735ms, SerializeBulkData=0.009932ms, AsyncWrite=0.085086ms, UnaccountedTime=0.133418ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, AllOfLoadPackage_Duration=0.048667ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055950ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016555ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=125.535548ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_285, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.171494ms, TagPackageExports=0.119187ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.141367ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.006624ms, SerializeSummary=0.008274ms, SerializeNames=0.097670ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.024829ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.677370ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.006955ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=2.010919ms, SerializeBulkData=0.030126ms, AsyncWrite=0.726700ms, UnaccountedTime=120.625778ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, AllOfLoadPackage_Duration=0.751518ms, AllOfLoadPackage_HitCount=19, ResolveRedirectors_Duration=0.001993ms, ResolveRedirectors_HitCount=19, CacheForCookedPlatformData_Duration=3.653690ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.063233ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.087406ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.390988ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_414, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.29-16.49.54, HierarchicalDDC, Duration=0.013907ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_153, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.149645ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_173, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___E4261310C6827BE0699E0E38E182C3B841FFD2EB, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=1.802012ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_174, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___8840DF5883E6EC5500D3350FB12B05898FBAE0C5, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.530373ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_175, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___656A5593B9A79465290398ABD19F32BF841D32E1, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.177454ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_286, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.017215ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.201952ms, TagPackageExports=0.061247ms, BeginCacheForCookedPlatformData=0.034101ms, SerializeImports=0.057936ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.009932ms, SerializeNames=0.020862ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.170171ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.004970ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.062905ms, SerializeBulkData=0.154607ms, AsyncWrite=0.125811ms, UnaccountedTime=0.162221ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/Idle.uasset, AllOfLoadPackage_Duration=0.049330ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002977ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059921ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009604ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.521599ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_287, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/Idle.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.077803ms, TagPackageExports=0.012577ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.025824ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.006951ms, SerializeNames=0.019535ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.019204ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.622414ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.011917ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047676ms, UnaccountedTime=0.069857ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x512.uasset, AllOfLoadPackage_Duration=0.052970ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003640ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049993ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009272ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.785461ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_288, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x512.uasset, FlushAsyncLoading=0.014570ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.069525ms, TagPackageExports=0.021189ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.032112ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004306ms, SerializeSummary=0.023834ms, SerializeNames=0.039399ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.502564ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.021189ms, SerializeBulkData=0.007946ms, AsyncWrite=0.048336ms, UnaccountedTime=0.066545ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, AllOfLoadPackage_Duration=0.052638ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002321ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040721ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009600ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.653200ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_289, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, FlushAsyncLoading=0.011921ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.077136ms, TagPackageExports=0.019535ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.030130ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005297ms, SerializeSummary=0.006620ms, SerializeNames=0.034101ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.018872ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.487998ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.020526ms, SerializeBulkData=0.007614ms, AsyncWrite=0.046682ms, UnaccountedTime=0.071511ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, AllOfLoadPackage_Duration=12.542948ms, AllOfLoadPackage_HitCount=253, ResolveRedirectors_Duration=0.025827ms, ResolveRedirectors_HitCount=253, CacheForCookedPlatformData_Duration=38.734887ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.066545ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.249624ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.288847ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_415, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.29-16.49.54, HierarchicalDDC, Duration=0.492301ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_416, CachedDataProbablyExists, Parent=DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_415, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.170499ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_176, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.309549ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_177, CachedDataProbablyExists, Parent=DDCTransactionId329C829C447F3C97F8F3E4B555717E78_176, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056941ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_178, GetCachedData, Parent=DDCTransactionId329C829C447F3C97F8F3E4B555717E78_176, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.212878ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_179, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__AA0A949469E7705573E0ACC2DA8A0A12780427B2, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=2.344638ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_180, CachedDataProbablyExists, Parent=DDCTransactionId329C829C447F3C97F8F3E4B555717E78_179, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069525ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_181, GetCachedData, Parent=DDCTransactionId329C829C447F3C97F8F3E4B555717E78_179, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.548745ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_154, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E250D92483B2597CE45873CF50DF059288161E9A, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1.028635ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_155, CachedDataProbablyExists, Parent=DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_154, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106275ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_156, GetCachedData, Parent=DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_154, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.702862ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_212, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__59A126D68B618B09154DF7E95F1A7C8A59D956CE, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.257242ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_213, CachedDataProbablyExists, Parent=DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_212, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051975ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_214, GetCachedData, Parent=DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_212, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128124ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_215, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__C4E20F00058DBC7A295025DFDFE10B21502AB030, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.212878ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_216, CachedDataProbablyExists, Parent=DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_215, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052642ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_217, GetCachedData, Parent=DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_215, StartTime=2015.11.29-16.49.54, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.124481ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_290, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, FlushAsyncLoading=0.023507ms, FlushStreamingFunc=0.005629ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.128787ms, TagPackageExports=0.051979ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.009932ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.159577ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.048667ms, SerializeBulkData=0.201289ms, AsyncWrite=0.341333ms, UnaccountedTime=0.201289ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPersonBP/Blueprints/TimeInterface.uasset, AllOfLoadPackage_Duration=0.073500ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.017215ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.057276ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.161897ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.673719ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_291, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Blueprints/TimeInterface.uasset, FlushAsyncLoading=0.020526ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.203937ms, TagPackageExports=0.504881ms, BeginCacheForCookedPlatformData=0.257902ms, SerializeImports=0.174142ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.006292ms, SerializeSummary=0.009600ms, SerializeNames=0.016883ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.029135ms, SortExportsNonSeekfree=0.021521ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.136729ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.016220ms, SerializeBulkData=0.007946ms, AsyncWrite=0.056610ms, UnaccountedTime=0.084758ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, AllOfLoadPackage_Duration=0.241686ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=3.839422ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.056282ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077471ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.448261ms, SaveCookedPackage_HitCount=1, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_417, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.29-16.49.54, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_182, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.128787ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_218, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.527065ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_219, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2015.11.29-16.49.54, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.214864ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
