DDCTransactionId6456C148451451DBE52729B5FEB22698_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.30-12.42.54, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.503227ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_255, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions03/Procedurals/ComputeFilterWidth.uasset, FlushAsyncLoading=0.014901ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.124812ms, TagPackageExports=0.055622ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.200961ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.006620ms, SerializeSummary=0.010263ms, SerializeNames=0.033110ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.067536ms, SortExportsNonSeekfree=0.081778ms, SortExportsSeekfreeConstructor=0.022843ms, SortExportsSeekfreeInner=0.485677ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.013243ms, SerializeImportMap=0.010263ms, SerializeExportMap=0.008278ms, SerializeDependencyMap=0.002652ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.051647ms, SerializeBulkData=0.008278ms, AsyncWrite=0.084750ms, UnaccountedTime=0.118524ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_256, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/AntiAliasedTextMaterialTranslucent.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.145670ms, TagPackageExports=0.404239ms, BeginCacheForCookedPlatformData=0.008937ms, SerializeImports=0.467803ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.011586ms, SerializeSummary=0.010595ms, SerializeNames=0.099983ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.115212ms, SortExportsNonSeekfree=0.130773ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=1.005128ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.016551ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.598907ms, SerializeBulkData=0.010595ms, AsyncWrite=0.123821ms, UnaccountedTime=0.123158ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_257, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/SoundEffects/Dialogue/ah.uasset, FlushAsyncLoading=0.015229ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.079788ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.019532ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.008278ms, SerializeNames=0.017546ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.100978ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.012580ms, SerializeBulkData=0.007287ms, AsyncWrite=0.047345ms, UnaccountedTime=0.073828ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_258, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/IDISPLAYTEXT.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=17.738081ms, TagPackageExports=17.688755ms, BeginCacheForCookedPlatformData=0.026815ms, SerializeImports=0.653200ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.035424ms, SerializeSummary=0.011589ms, SerializeNames=0.139382ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.295315ms, SortExportsNonSeekfree=1.133915ms, SortExportsSeekfreeConstructor=0.015561ms, SortExportsSeekfreeInner=1.992378ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.045355ms, SerializeImportMap=0.011586ms, SerializeExportMap=0.018209ms, SerializeDependencyMap=0.006292ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.223137ms, SerializeBulkData=0.012252ms, AsyncWrite=0.080783ms, UnaccountedTime=0.128455ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_259, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/SM_SkySphere.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.105612ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.060588ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.006951ms, SerializeNames=0.024170ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.016883ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.640623ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.100974ms, SerializeBulkData=0.009604ms, AsyncWrite=0.126470ms, UnaccountedTime=0.087403ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_497, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__A00DDDDDBF6B391C42CE5DF0F1CB9F5FE88EFD80, StartTime=2015.11.30-12.43.53, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdE08963344D0B51D3010682B46E900331_242, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__A00DDDDDBF6B391C42CE5DF0F1CB9F5FE88EFD80, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.165537ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_260, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Stars.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.080783ms, TagPackageExports=0.086412ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.070188ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003975ms, SerializeSummary=0.009269ms, SerializeNames=0.016555ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.485018ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.050321ms, SerializeBulkData=0.030458ms, AsyncWrite=0.088397ms, UnaccountedTime=0.159577ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__8F9207BE8FFC8694E1E8C08320ADF4FD519E5F36, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.205263ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_139, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__7051E7E88CD36D27158642FBAF42CDC035D428A7, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.107266ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_114, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__FA0745CFAD35B41F70CEACF87C824D99F6653BC8, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.541631ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_498, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__033B40A7CD6EDB2A8C5BEC6C104D9FF39FAE99B1, StartTime=2015.11.30-12.43.53, HierarchicalDDC, Duration=0.124481ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_261, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Clouds_M.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.098325ms, TagPackageExports=0.099983ms, BeginCacheForCookedPlatformData=0.039730ms, SerializeImports=0.063233ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004638ms, SerializeSummary=0.010926ms, SerializeNames=0.022512ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.177450ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.006292ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018872ms, SerializeExports=0.056945ms, SerializeBulkData=0.383709ms, AsyncWrite=0.493295ms, UnaccountedTime=1.479223ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_115, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__033B40A7CD6EDB2A8C5BEC6C104D9FF39FAE99B1, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=12919 bytes, Retrieved=true, Duration=0.146333ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdE08963344D0B51D3010682B46E900331_243, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__659A98AE69E93C35984CE59DFC41B9ADDA0893E2, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=8388871 bytes, Retrieved=true, Duration=1368.448120ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_140, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__7BCB945C6A82D205AE96C8F204E5B72B3255112D, StartTime=2015.11.30-12.43.53, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=535.027039ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_141, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__FDD785012476B36FBFB9EFEFD11F39A3CBC35FE3, StartTime=2015.11.30-12.43.54, HierarchicalDDC, DataSize=524549 bytes, Retrieved=true, Duration=811.392273ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__9B510A5E2DE9B6D05B20B875A1ABB01D63B60746, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.548583ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_143, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__6D829488C3EF91BC7A1CBE9F2A8EEB47433609D9, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.224467ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_499, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.30-12.43.55, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdE08963344D0B51D3010682B46E900331_244, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.155274ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_262, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Blue.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.091705ms, TagPackageExports=0.145338ms, BeginCacheForCookedPlatformData=0.046682ms, SerializeImports=0.057608ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.009600ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.157919ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.014566ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017874ms, SerializeExports=0.049993ms, SerializeBulkData=1.362026ms, AsyncWrite=1.493458ms, UnaccountedTime=0.375435ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_116, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__8C11E31833198E6582F84D52D5F1ACE70473B75A, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=12.097970ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_117, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__6C42748001665E34E035A67D1A97970665B2A2DF, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=2.679352ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_118, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__77CABBFAE8EC0B2957FAC9B994429DCD32275870, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.669423ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_119, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__66D7D14BA454FBF72711D62BA47235B802137FEB, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.218507ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_120, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__97F0985DFE2D299F60A1729988F9B14FC86C29DD, StartTime=2015.11.30-12.43.55, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.131104ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_263, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/M_Sky_Panning_Clouds2.uasset, FlushAsyncLoading=0.021853ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.187386ms, TagPackageExports=0.525739ms, BeginCacheForCookedPlatformData=0.013575ms, SerializeImports=0.995860ms, GatherLocalizableTextData=0.007946ms, MarkNames=0.034761ms, SerializeSummary=0.011589ms, SerializeNames=0.111900ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.247974ms, SortExportsNonSeekfree=1.241513ms, SortExportsSeekfreeConstructor=0.012249ms, SortExportsSeekfreeInner=1.556359ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.041716ms, SerializeImportMap=0.006624ms, SerializeExportMap=0.015229ms, SerializeDependencyMap=0.007283ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022184ms, SerializeExports=0.602547ms, SerializeBulkData=0.013903ms, AsyncWrite=0.086077ms, UnaccountedTime=0.138056ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_264, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Zenith_Color.uasset, FlushAsyncLoading=0.014566ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.077803ms, TagPackageExports=0.028472ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.026155ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.009932ms, SerializeNames=0.015892ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.010259ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.077471ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017218ms, SerializeExports=0.013571ms, SerializeBulkData=0.007946ms, AsyncWrite=0.070851ms, UnaccountedTime=0.101637ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_265, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Horizon_Color.uasset, FlushAsyncLoading=0.014901ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.079788ms, TagPackageExports=0.011921ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.019200ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008274ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.077471ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.013903ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047013ms, UnaccountedTime=0.072174ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_266, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Cloud_Color.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.069853ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.015561ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003312ms, SerializeSummary=0.006288ms, SerializeNames=0.011589ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.072502ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.179440ms, SerializeBulkData=0.009272ms, AsyncWrite=0.045687ms, UnaccountedTime=0.064228ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_267, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/BP_Sky_Sphere.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002645ms, ResetLoadersForSaveUnMarkAllObjects=0.094026ms, TagPackageExports=25.309992ms, BeginCacheForCookedPlatformData=0.027146ms, SerializeImports=0.589304ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.034433ms, SerializeSummary=0.012252ms, SerializeNames=0.137392ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.346962ms, SortExportsNonSeekfree=1.213703ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=4.098646ms, SortExportsSeekfree=0.008609ms, BuildDependencyMap=0.044033ms, SerializeImportMap=0.011258ms, SerializeExportMap=0.015557ms, SerializeDependencyMap=0.005629ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019867ms, SerializeExports=0.146002ms, SerializeBulkData=0.009932ms, AsyncWrite=0.080120ms, UnaccountedTime=0.122163ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_500, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.30-12.43.57, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_121, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.30-12.43.57, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.182420ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
