DDCTransactionId7570C5A640094491AD60F582DD3C56A1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.24-15.49.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.619765ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_104, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__3DA23A1AFD462A85662E0F07E86B4EE8DB0B65BD, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.545934ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_242, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__B48C077A8BC56887188312DC0B18E86870215E80, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.445454ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_105, CachedDataProbablyExists, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_104, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058603ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_243, CachedDataProbablyExists, Parent=DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_242, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.065219ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_106, GetCachedData, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_104, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.216186ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_244, GetCachedData, Parent=DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_242, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.602216ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_107, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__A8A81C38B51BC82C551C09F08D06382528DCE669, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.238370ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_108, CachedDataProbablyExists, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_107, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058271ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_109, GetCachedData, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_107, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.113890ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_110, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__3FC24EEC2126DBBAFDA39A08E81A5BDA177B8123, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.199303ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_111, CachedDataProbablyExists, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_110, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_112, GetCachedData, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_110, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.104617ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_252, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0005.uasset, FlushAsyncLoading=0.019200ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.106607ms, TagPackageExports=0.135738ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.008937ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=5.627863ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.025492ms, SerializeExportMap=0.004634ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.290681ms, SerializeBulkData=1.121998ms, AsyncWrite=1.714282ms, UnaccountedTime=0.247311ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_341, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.11.24-15.49.52, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_245, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.203278ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_102, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__7BC1922C2E345D1ABB0D1BC46468CD9FFCA2B7A5, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.541963ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_253, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/EmptyActor.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.100315ms, TagPackageExports=0.064559ms, BeginCacheForCookedPlatformData=0.035424ms, SerializeImports=0.057276ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004970ms, SerializeSummary=0.010259ms, SerializeNames=0.020199ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.156924ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022843ms, SerializeExports=0.096012ms, SerializeBulkData=0.010263ms, AsyncWrite=0.114881ms, UnaccountedTime=0.150308ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_103, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__E5BDE673A03B9A061D3CB540CC12BEAC0CAC6739, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.192679ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
../../../Engine/Content/MobileResources/HUD/MobileHUDButton2_on.uasset, AllOfLoadPackage_Duration=31.435460ms, AllOfLoadPackage_HitCount=42, ResolveRedirectors_Duration=0.007275ms, ResolveRedirectors_HitCount=42, CacheForCookedPlatformData_Duration=23.167305ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055950ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.073832ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.442805ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_342, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__5B70D57A8D534632E772B83FEBF7B027FF5B8388, StartTime=2015.11.24-15.49.52, HierarchicalDDC, Duration=0.012584ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_246, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__5B70D57A8D534632E772B83FEBF7B027FF5B8388, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=2244 bytes, Retrieved=true, Duration=22.208195ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_113, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__308ACB6CF9A852BC5B9B8DC8909BB87E9FB70BD3, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=4358 bytes, Retrieved=true, Duration=0.095680ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_254, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton2_on.uasset, FlushAsyncLoading=0.015229ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.091705ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.051647ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.008937ms, SerializeNames=0.015561ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.148978ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.047345ms, SerializeBulkData=0.007283ms, AsyncWrite=0.048667ms, UnaccountedTime=0.128455ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01.uasset, AllOfLoadPackage_Duration=0.290014ms, AllOfLoadPackage_HitCount=8, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=8, CacheForCookedPlatformData_Duration=1.321305ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.054628ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.075154ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=14.922991ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_343, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__3C5BFA81A17D8CFE09D86A05346BFF1F1568772B, StartTime=2015.11.24-15.49.52, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_114, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__3C5BFA81A17D8CFE09D86A05346BFF1F1568772B, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.136733ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_247, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__F9C48EB226BBE8678412D2FA9F8F6414C0AF8240, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.748217ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_104, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__1EDF00FCB9562E717B43F900063C2EC891004D4F, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.261545ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_248, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__280A88EACD9BCBBE505626E96B2A7B43B3526266, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.084091ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_255, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.168514ms, TagPackageExports=0.104286ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.055622ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004306ms, SerializeSummary=0.009269ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.159908ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019535ms, SerializeExports=0.048004ms, SerializeBulkData=0.037409ms, AsyncWrite=0.092037ms, UnaccountedTime=0.182420ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, AllOfLoadPackage_Duration=0.049993ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003975ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052638ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011586ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.845054ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_256, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.137396ms, TagPackageExports=0.016220ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.032775ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.007946ms, SerializeNames=0.031121ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.036750ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.331402ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.020858ms, SerializeBulkData=0.007946ms, AsyncWrite=0.050653ms, UnaccountedTime=0.485018ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/Idle.uasset, AllOfLoadPackage_Duration=0.045691ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002977ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047009ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010263ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.526564ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_257, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/Idle.uasset, FlushAsyncLoading=0.030126ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.079125ms, TagPackageExports=0.011917ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.027146ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.005297ms, SerializeSummary=0.007946ms, SerializeNames=0.019204ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020526ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.250291ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.011589ms, SerializeBulkData=0.007283ms, AsyncWrite=0.046019ms, UnaccountedTime=0.066876ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, AllOfLoadPackage_Duration=0.055287ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003312ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046682ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010595ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.647405ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_258, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.095017ms, TagPackageExports=0.018872ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.035092ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.008278ms, SerializeNames=0.036418ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.504218ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.023838ms, SerializeBulkData=0.008278ms, AsyncWrite=0.058267ms, UnaccountedTime=0.077140ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, AllOfLoadPackage_Duration=0.636972ms, AllOfLoadPackage_HitCount=19, ResolveRedirectors_Duration=0.002313ms, ResolveRedirectors_HitCount=19, CacheForCookedPlatformData_Duration=2.850514ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052307ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.082433ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.326595ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_344, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.24-15.49.52, HierarchicalDDC, Duration=0.077140ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_345, CachedDataProbablyExists, Parent=DDCTransactionId7570C5A640094491AD60F582DD3C56A1_344, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061579ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_249, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.201620ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_250, CachedDataProbablyExists, Parent=DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_249, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056945ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_251, GetCachedData, Parent=DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_249, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.104621ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_115, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__AA0A949469E7705573E0ACC2DA8A0A12780427B2, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.343153ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_116, CachedDataProbablyExists, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_115, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059262ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_117, GetCachedData, Parent=DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_115, StartTime=2015.11.24-15.49.52, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.545606ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_105, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E250D92483B2597CE45873CF50DF059288161E9A, StartTime=2015.11.24-15.49.52, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.441980ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
