DDCTransactionIdA720C9034420BC8A44F841A76903152C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.52.03, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.513822ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_245, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleWest.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.017215ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.006951ms, SerializeNames=0.016220ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.204604ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005294ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001982ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.007946ms, SerializeBulkData=0.006624ms, AsyncWrite=0.046678ms, UnaccountedTime=0.066213ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleNorth.uasset, AllOfLoadPackage_Duration=0.041384ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001658ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.028800ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007279ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.266677ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_246, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleNorth.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002321ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.016224ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.006292ms, SerializeNames=0.015892ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.195663ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001322ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.007287ms, SerializeBulkData=0.006288ms, AsyncWrite=0.044696ms, UnaccountedTime=0.063896ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleEast.uasset, AllOfLoadPackage_Duration=0.039730ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001658ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.026155ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010923ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.124146ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_247, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleEast.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.070188ms, TagPackageExports=0.008941ms, BeginCacheForCookedPlatformData=0.002645ms, SerializeImports=0.014238ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.005625ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.187717ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009272ms, SerializeExports=0.007283ms, SerializeBulkData=0.006624ms, AsyncWrite=0.043038ms, UnaccountedTime=0.062574ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthWest.uasset, AllOfLoadPackage_Duration=0.524744ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.045687ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008609ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.970036ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_248, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthWest.uasset, FlushAsyncLoading=0.016555ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.070848ms, TagPackageExports=0.005625ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthEast.uasset, AllOfLoadPackage_Duration=0.445291ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036418ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007279ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.595592ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_249, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthEast.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.056282ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, AllOfLoadPackage_Duration=0.398941ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.000995ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.024166ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006620ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.654526ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_250, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.054959ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, AllOfLoadPackage_Duration=0.398278ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001322ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.024501ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006951ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.655517ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_251, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.055287ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, AllOfLoadPackage_Duration=0.567455ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001326ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.026818ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006951ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.844229ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_252, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.060584ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, AllOfLoadPackage_Duration=0.048667ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003975ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.024829ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007287ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.673888ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_253, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001989ms, ResetLoadersForSaveUnMarkAllObjects=0.073828ms, TagPackageExports=0.019204ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.034761ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.008278ms, SerializeNames=0.036418ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.020858ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.503890ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.021849ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047013ms, UnaccountedTime=0.071179ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, AllOfLoadPackage_Duration=4.243001ms, AllOfLoadPackage_HitCount=126, ResolveRedirectors_Duration=0.008930ms, ResolveRedirectors_HitCount=126, CacheForCookedPlatformData_Duration=19.934401ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055291ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.084758ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.710967ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_395, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.29-16.52.22, HierarchicalDDC, Duration=0.078797ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_396, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_395, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056613ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.29-16.52.22, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.194337ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_138, CachedDataProbablyExists, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_137, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054628ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_139, GetCachedData, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_137, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.100315ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_176, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__09931479DBA6E91FF664B1C24EE9FCFE2DEA1D13, StartTime=2015.11.29-16.52.22, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.479883ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_177, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_176, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058267ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_178, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_176, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.548255ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_155, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__C693FA228B5B17BECF25E49FB5237A2EACF2B1EB, StartTime=2015.11.29-16.52.22, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.479057ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_156, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_155, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050984ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_157, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_155, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.198640ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_158, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__A330415538A9B758D3CE6FE128538195735CA8D3, StartTime=2015.11.29-16.52.22, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.244331ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_159, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_158, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052638ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_160, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_158, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.121173ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_161, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__406E3FE67F65C121C0E6FD2F2A22BE2F3D06995B, StartTime=2015.11.29-16.52.22, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.177454ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_162, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_161, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046019ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_163, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_161, StartTime=2015.11.29-16.52.22, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.093360ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_254, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, FlushAsyncLoading=0.018541ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.466809ms, TagPackageExports=0.088394ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001982ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.162885ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.006292ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.048667ms, SerializeBulkData=0.228439ms, AsyncWrite=0.688292ms, UnaccountedTime=0.237711ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, AllOfLoadPackage_Duration=0.060588ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009932ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.064891ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015561ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.628367ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_255, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, FlushAsyncLoading=0.018537ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.273135ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.086408ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.007946ms, SerializeSummary=0.010263ms, SerializeNames=0.047345ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.065554ms, SortExportsNonSeekfree=0.034761ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.394635ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.010926ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.048004ms, SerializeBulkData=0.007946ms, AsyncWrite=0.054628ms, UnaccountedTime=0.082768ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, AllOfLoadPackage_Duration=0.053633ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047013ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011258ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.430884ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_256, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.132099ms, TagPackageExports=0.046019ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.085417ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004966ms, SerializeSummary=0.008278ms, SerializeNames=0.032775ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.040393ms, SortExportsNonSeekfree=0.041712ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.230096ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.042047ms, SerializeBulkData=0.007946ms, AsyncWrite=0.048004ms, UnaccountedTime=0.070188ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
