DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.45.13, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.021845ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_268, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleNorthWest.uasset, FlushAsyncLoading=0.018209ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.095349ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.023507ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.008937ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.402912ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.009932ms, SerializeBulkData=0.007950ms, AsyncWrite=0.051312ms, UnaccountedTime=0.071511ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleNorthEast.uasset, AllOfLoadPackage_Duration=0.054959ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053633ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010267ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.974173ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_269, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleNorthEast.uasset, FlushAsyncLoading=0.016220ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.120506ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.022843ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.019204ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.243008ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.009935ms, SerializeBulkData=0.007279ms, AsyncWrite=0.050656ms, UnaccountedTime=0.073165ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleWest.uasset, AllOfLoadPackage_Duration=0.049662ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047013ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009604ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.164373ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_270, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleWest.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.077467ms, TagPackageExports=0.009272ms, BeginCacheForCookedPlatformData=0.002645ms, SerializeImports=0.016555ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.006624ms, SerializeNames=0.015892ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007618ms, SortExportsSeekfreeInner=0.208572ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010259ms, SerializeExports=0.007950ms, SerializeBulkData=0.006951ms, AsyncWrite=0.044696ms, UnaccountedTime=0.065550ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleNorth.uasset, AllOfLoadPackage_Duration=0.041716ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.035092ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008605ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.458693ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_271, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleNorth.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.082437ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.017878ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.007287ms, SerializeNames=0.016220ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010923ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.218175ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.008941ms, SerializeBulkData=0.007283ms, AsyncWrite=0.048336ms, UnaccountedTime=0.065882ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleEast.uasset, AllOfLoadPackage_Duration=0.043701ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046015ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011593ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.186226ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_272, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleEast.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.084423ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.018541ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.007283ms, SerializeNames=0.016551ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010259ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.218175ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.008937ms, SerializeBulkData=0.007287ms, AsyncWrite=0.046019ms, UnaccountedTime=0.065550ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthWest.uasset, AllOfLoadPackage_Duration=0.505544ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048004ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007614ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.660155ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_273, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthWest.uasset, FlushAsyncLoading=0.010591ms, FlushStreamingFunc=0.002652ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.058599ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthEast.uasset, AllOfLoadPackage_Duration=0.423439ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001658ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036746ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007614ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.566792ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_274, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthEast.uasset, FlushAsyncLoading=0.010267ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.059925ms, TagPackageExports=0.004966ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, AllOfLoadPackage_Duration=0.800528ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002321ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.058930ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008937ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.864755ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_275, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, FlushAsyncLoading=0.020526ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.137392ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, AllOfLoadPackage_Duration=1.071345ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.193346ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008941ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.578050ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_276, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.005625ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, AllOfLoadPackage_Duration=0.470120ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001322ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033438ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006288ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.514153ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_277, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, FlushAsyncLoading=0.010259ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.057608ms, TagPackageExports=0.005294ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, AllOfLoadPackage_Duration=0.052970ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.025824ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017218ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.435187ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_278, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, FlushAsyncLoading=0.007942ms, FlushStreamingFunc=0.002321ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.073165ms, TagPackageExports=0.019532ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.037741ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005297ms, SerializeSummary=0.008278ms, SerializeNames=0.036746ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.021517ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.503886ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.020858ms, SerializeBulkData=0.008278ms, AsyncWrite=0.049662ms, UnaccountedTime=0.070516ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, AllOfLoadPackage_Duration=8.839890ms, AllOfLoadPackage_HitCount=185, ResolveRedirectors_Duration=0.014897ms, ResolveRedirectors_HitCount=185, CacheForCookedPlatformData_Duration=58.376621ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.066545ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.079788ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.228767ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_389, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.29-16.45.35, HierarchicalDDC, Duration=0.091042ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_390, CachedDataProbablyExists, Parent=DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_389, StartTime=2015.11.29-16.45.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.068534ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_101, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.29-16.45.35, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=31.023600ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_102, CachedDataProbablyExists, Parent=DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_101, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.136402ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_103, GetCachedData, Parent=DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_101, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.144012ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_171, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__C693FA228B5B17BECF25E49FB5237A2EACF2B1EB, StartTime=2015.11.29-16.45.36, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.506535ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_172, CachedDataProbablyExists, Parent=DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_171, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057276ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_173, GetCachedData, Parent=DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_171, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.237379ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_161, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__09931479DBA6E91FF664B1C24EE9FCFE2DEA1D13, StartTime=2015.11.29-16.45.36, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.606025ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_162, CachedDataProbablyExists, Parent=DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_161, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.068862ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_163, GetCachedData, Parent=DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_161, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.650555ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_174, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__A330415538A9B758D3CE6FE128538195735CA8D3, StartTime=2015.11.29-16.45.36, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.284389ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_175, CachedDataProbablyExists, Parent=DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_174, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.067204ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_176, GetCachedData, Parent=DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_174, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.142694ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_177, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__406E3FE67F65C121C0E6FD2F2A22BE2F3D06995B, StartTime=2015.11.29-16.45.36, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.181425ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_178, CachedDataProbablyExists, Parent=DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_177, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050653ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_179, GetCachedData, Parent=DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_177, StartTime=2015.11.29-16.45.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.091378ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_279, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, FlushAsyncLoading=0.020858ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.004962ms, ResetLoadersForSaveUnMarkAllObjects=0.124484ms, TagPackageExports=0.051647ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009600ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.167850ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.008941ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012584ms, SerializeExports=0.049327ms, SerializeBulkData=0.227775ms, AsyncWrite=0.268165ms, UnaccountedTime=0.211887ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
