DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.30-14.15.44, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.786625ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__E9F8C4C2723CB0B7F3A8335EADE985B068CEA927, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.230756ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_299, CachedDataProbablyExists, Parent=DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_298, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044696ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_56, CachedDataProbablyExists, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_55, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051316ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__F00E021C95427098E22487F494A75933D7C265D3, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.192020ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_74, CachedDataProbablyExists, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_73, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_57, GetCachedData, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_55, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.108588ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_300, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_29DED3334E9DD35308031D879FCBC__2739F731D4B8A597F08D7F7B71A41690DBF2C6BD, StartTime=2015.10.30-14.16.10, HierarchicalDDC, Duration=0.060920ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_75, GetCachedData, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_73, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.114549ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_301, CachedDataProbablyExists, Parent=DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_300, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_302, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_51CF10E9498A855BD9BBE1A589B3A__81E556AEA42C2844C2A851D8174D31876D0110B4, StartTime=2015.10.30-14.16.10, HierarchicalDDC, Duration=0.056282ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_303, CachedDataProbablyExists, Parent=DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_302, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_58, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__8E595EC41C4EED171DE63C77D45F708DE7B06480, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.212546ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_59, CachedDataProbablyExists, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_58, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048667ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_76, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9ABBC8AB406593A616B067A1A7B55__2B428899F27E2D6E3A3C9710F666754AC9FB0A7C, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.199966ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_77, CachedDataProbablyExists, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_76, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046346ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_60, GetCachedData, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_58, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090711ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_78, GetCachedData, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_76, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.127133ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_61, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__59FAD77C570B01C5617465FDB47A679EE7AD4E49, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=0.173479ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_79, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__2DB0D2AD9A068EB1C8DDBB48C6FFC89BA206F2E4, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.204932ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_62, CachedDataProbablyExists, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_61, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051316ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_80, CachedDataProbablyExists, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_79, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048999ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_63, GetCachedData, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_61, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.091374ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_81, GetCachedData, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_79, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.125147ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__56DF1C5E2D7029EBD2C9BBB1E06D6B8FED373892, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.176132ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_43, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_42, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051647ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_64, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__7F10B03032E2771C6BBF8670043F3BA8560F1B26, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=196.014114ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_65, CachedDataProbablyExists, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_64, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_44, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_42, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.093691ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__FB0E9C11D4255D5EFA0011C01D77F80E94942759, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=110.030533ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_83, CachedDataProbablyExists, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_82, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066217ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_66, GetCachedData, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_64, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=195.583054ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_84, GetCachedData, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_82, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=109.844803ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__BD9662614888B1BBBFC70D5B5BCD2D5E2CE89C95, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.421781ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_46, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_45, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048336ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_47, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_45, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.179771ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__5413E1D9A7FB5A250B184DB7B95BA05A2380D64E, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.234064ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_49, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_48, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056613ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_50, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_48, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.110909ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__C3A90E089DEAA8E0A6587B5DD9AFAF324909AA84, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.303257ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_52, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_51, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069194ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_53, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_51, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.149973ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__C38E11AD49F660C51DAD3B231050142C4A1D02CF, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.190366ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_55, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_54, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050984ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_56, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_54, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.112895ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__D4B9379B3017B5B9EB7AD9E1FB04BB1C06707ABC, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=108.747963ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_58, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_57, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.064559ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_59, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_57, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=108.560249ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_85, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__C7464E469B3E087CC09546E0C4040B796647FC8A, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=32.691864ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_86, CachedDataProbablyExists, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_85, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.096340ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_87, GetCachedData, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_85, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=32.540234ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__27591AF091C447933252A5D38A0DE0A8B2F81130, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=67.488998ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_61, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_60, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.083100ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_62, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_60, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=67.354256ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_88, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__BBF0CB4495B48494E8CF0B554AD6C1F907022735, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=89.989525ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_89, CachedDataProbablyExists, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_88, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.113226ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_90, GetCachedData, Parent=DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_88, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=89.835915ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__A52A7ACA602663E597D753AFEE492D0B46DACAFC, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=45.852238ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_64, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_63, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093695ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_65, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_63, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=45.719807ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_67, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__FFBFD73762C1E3D1AEF4257245869AB288BDC4BA, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=151.160721ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_68, CachedDataProbablyExists, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_67, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109915ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_69, GetCachedData, Parent=DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_67, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=150.930298ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__CE3A018B55F9504514B0AE80757627EB75BD59C0, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.230424ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_67, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_66, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.087071ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_68, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_66, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109915ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_69, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__B3CA89C48CC982CB9212F6BC6F6B2AA666E00C1A, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=124.458572ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_70, CachedDataProbablyExists, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_69, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.067536ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_71, GetCachedData, Parent=DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_69, StartTime=2015.10.30-14.16.10, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=124.276489ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_91, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__3ED98A46F2A2B1EC3931F28D5D9711FB939A01DF, StartTime=2015.10.30-14.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.207912ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
