DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.28.45, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.489984ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_121, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_2EAB291946D9E547A76277BA9E87F52A_0__1A54693C80649E0D619D99AA59AD3159CFB2FCEC, StartTime=2015.11.29-16.30.40, HierarchicalDDC, DataSize=4410 bytes, Retrieved=true, Duration=22.870337ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_122, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_121, StartTime=2015.11.29-16.30.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.198971ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_123, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_121, StartTime=2015.11.29-16.30.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=22.633287ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_122, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_120, StartTime=2015.11.29-16.30.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=71.708824ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_124, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_2EAB291946D9E547A76277BA9E87F52A_0__7964B91F05B7AFDA7CB7DCA03E1CCE39B2C8F29D, StartTime=2015.11.29-16.30.40, HierarchicalDDC, DataSize=524547 bytes, Retrieved=true, Duration=258.024902ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_125, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_124, StartTime=2015.11.29-16.30.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.095017ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_126, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_124, StartTime=2015.11.29-16.30.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=257.364410ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_143, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EA19B32040070FBADE6AB0898FFFB73E__04226DF3E765F1855F4AF1558E36A3090CDFD982, StartTime=2015.11.29-16.30.40, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=125.471649ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_144, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_143, StartTime=2015.11.29-16.30.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=59.288723ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_123, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A06CE7E74D1ABEA21AE6FE80010F1CAA__711DB8D4A75DA3D7ECE6FA005899B2513219A0A6, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=199.506577ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_124, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_123, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=67.244339ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_145, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_143, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=66.103470ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_125, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_123, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=132.194031ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_146, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EA19B32040070FBADE6AB0898FFFB73E__96CC373B79DC55C01EB6CCEA8E7165170AE7FA98, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=233.642899ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_147, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_146, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=114.015961ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_126, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__FFD96FC4728233613A47EAC95C256AA67761DD5A, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=54.203152ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_127, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_2EAB291946D9E547A76277BA9E87F52A_0__64FA38FB253D4D0C088FF759CA06DBD4AE1CF402, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=129.975204ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_128, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_127, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=42.917301ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_127, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_126, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.178445ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_128, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_126, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=53.960144ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_148, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_146, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=119.554436ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_129, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_127, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=86.800331ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_129, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__3C165209DA57861E760C7FDE86B34DAB4BEDD9C2, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=142.921371ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_130, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_129, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=73.948845ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_149, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__E6F99D52B00B2A72C74F370833BEC4E89D0CC54C, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=46.782215ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_150, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_149, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.123817ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_151, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_149, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=46.602444ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_131, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_129, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=68.788452ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_2EAB291946D9E547A76277BA9E87F52A_0__BBC110339B01A6368D570EE0401F5C3CCD10D3BF, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=30.429329ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_131, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_130, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.147991ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_132, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_130, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=30.213472ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_133, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_2EAB291946D9E547A76277BA9E87F52A_0__538A6C6027FA627743066C0EC4872B7C64AE0AB2, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=90.904610ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_134, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_133, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=70.913597ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_152, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__CEC46DFF47A7270E3253D9CB8121FE4500C4C570, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=104.233490ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_153, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_152, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=34.964993ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_132, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__78B0BCCD73DAE1F80DDD62D84EDBB3DD17A90F4E, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=65.796570ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_133, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_132, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=47.060310ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_154, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_152, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=69.116211ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_135, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_133, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=19.924801ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_134, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_132, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=18.653822ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__8332A5B2E268B0DE9288294948AA138C2C532D1F, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=23.437460ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_137, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_136, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.161894ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_138, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_136, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=23.233850ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_135, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__D6936F37D0D4D033CB6AB36541EFF9628251AD38, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=107.895462ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_136, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_135, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=63.867092ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_155, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__015BCFA1DFE7077D2014C7F99CD8FC2A8737FE09, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=29.903259ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_156, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_155, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109255ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_157, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_155, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=29.731762ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_139, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__C837127C3C0D003B848D21680A68BBD3B109183E, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=109.502808ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_140, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_139, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=11.806294ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_141, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_139, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=97.540573ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_158, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__14193CF8B11398D9CB4C66A5A10B7355F9A90096, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=88.628830ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_159, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_158, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=52.859005ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_137, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_135, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=43.950569ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_160, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_158, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=35.692020ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_3A10A763413311D5F58AC1829854DD54_0__A5DDCBF7847DAB6071D0823EFE2B6E0B1C374297, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=51.064274ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_139, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_138, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093695ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_140, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_138, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=50.930523ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__BF3A1C90ADBFC1D83187F2B0A808650123A0F5A3, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=105.062828ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_143, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_142, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=68.512337ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_161, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_BC2760F64087F29A624C6F857EF5AF74_0__78EF76B8D59F15250ECE452384E4C7DE0C0E13C7, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=3250 bytes, Retrieved=true, Duration=41.030857ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_162, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_161, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.120178ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_163, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_161, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=40.870953ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_141, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_3A10A763413311D5F58AC1829854DD54_0__95216697A07F1C909D8CB84CA6123B54BD0B3308, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=149.376907ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_142, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_141, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=57.727066ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_164, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E1D747E4BA32F7D530ED48231A1C__732F74576E6246AE594A71C9EB8F8029949BB805, StartTime=2015.11.29-16.30.41, HierarchicalDDC, DataSize=4474 bytes, Retrieved=true, Duration=36.365421ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_165, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_164, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089388ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_166, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_164, StartTime=2015.11.29-16.30.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=36.235970ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
