DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.30-15.30.04, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.593942ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, AllOfLoadPackage_Duration=62.671289ms, AllOfLoadPackage_HitCount=227, ResolveRedirectors_Duration=0.016212ms, ResolveRedirectors_HitCount=227, CacheForCookedPlatformData_Duration=24.812721ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.060916ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078794ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.923189ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_381, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.30-15.30.47, HierarchicalDDC, Duration=0.020858ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_237, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.30-15.30.47, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=22.978920ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_169, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.11.30-15.30.47, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.160240ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_214, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.11.30-15.30.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.069525ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_285, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.016883ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.101306ms, TagPackageExports=0.046019ms, BeginCacheForCookedPlatformData=0.034101ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003308ms, SerializeSummary=0.009932ms, SerializeNames=0.016555ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.172153ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.007279ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012252ms, SerializeExports=0.057604ms, SerializeBulkData=0.008278ms, AsyncWrite=0.062570ms, UnaccountedTime=0.139713ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPersonBP/Maps/2dTests.umap, AllOfLoadPackage_Duration=1168.863367ms, AllOfLoadPackage_HitCount=22, ResolveRedirectors_Duration=0.001654ms, ResolveRedirectors_HitCount=22, CacheForCookedPlatformData_Duration=4.895203ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.054628ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.411853ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=18.813066ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_382, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_383, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__A8C14F18E7E9A1A4263B5C5028300A2EDB52C0CC, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.011917ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_384, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_95FE44BC4C3AF942427110AA6A3EE7FD__3BF779AAA01A235AD3B2A1E8DC9D366F2AF6BA79, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.009600ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_238, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__A8C14F18E7E9A1A4263B5C5028300A2EDB52C0CC, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.117198ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_170, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_95FE44BC4C3AF942427110AA6A3EE7FD__3BF779AAA01A235AD3B2A1E8DC9D366F2AF6BA79, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.166859ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_385, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__180FBC1BE4B11B218B12B7F09E88F9D93D83EBED, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.170503ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_239, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__8ADA033149FC574A58919A3192C37EBB99415E75, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.211224ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_171, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__6A64E03EE1DB0A8876A1BA5420E6B4C294B61BC8, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.145338ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_172, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__180FBC1BE4B11B218B12B7F09E88F9D93D83EBED, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=0.064228ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_240, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__B2A2D6A5E89F2F114F64EA2F640572F12B346643, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.057276ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_386, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__6236DDF59DF4D12389D6AFF8BB7D1B1CFF62AB8C, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.014238ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_241, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__F82D9ADAA16895507DF87F5B973533D8D78E18AF, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.042710ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_387, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FEB885274856E350932B72921DDDDFD__5F0F36A6D6499DB500E06D9B75B9A0565206D537, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_242, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__6236DDF59DF4D12389D6AFF8BB7D1B1CFF62AB8C, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=12037 bytes, Retrieved=true, Duration=0.161231ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_173, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FEB885274856E350932B72921DDDDFD__5F0F36A6D6499DB500E06D9B75B9A0565206D537, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=11452 bytes, Retrieved=true, Duration=0.190366ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_243, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__0C8996B189BBA92BF73AB02547363578140F4B49, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.315841ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_174, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__B53D784E9F2D31EA888250F37247E803D6942EF6, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.075817ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_215, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.103623ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_286, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Maps/2dTests.umap, FlushAsyncLoading=0.018872ms, FlushStreamingFunc=0.006951ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.161231ms, TagPackageExports=1.471937ms, BeginCacheForCookedPlatformData=0.204273ms, SerializeImports=0.674721ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.023507ms, SerializeSummary=0.011589ms, SerializeNames=0.128783ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.327758ms, SortExportsNonSeekfree=0.135738ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=9.212032ms, SortExportsSeekfree=0.007942ms, BuildDependencyMap=0.036750ms, SerializeImportMap=0.016883ms, SerializeExportMap=0.008941ms, SerializeDependencyMap=0.003643ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.676379ms, SerializeBulkData=0.220492ms, AsyncWrite=0.235390ms, UnaccountedTime=0.491310ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, AllOfLoadPackage_Duration=251.367733ms, AllOfLoadPackage_HitCount=30, ResolveRedirectors_Duration=0.002664ms, ResolveRedirectors_HitCount=30, CacheForCookedPlatformData_Duration=4.169166ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062905ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077136ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.095010ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_388, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_244, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=3.900670ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_287, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.019200ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.109583ms, TagPackageExports=0.047009ms, BeginCacheForCookedPlatformData=0.034764ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.009604ms, SerializeNames=0.019532ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009935ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.155933ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.057273ms, SerializeBulkData=0.008278ms, AsyncWrite=0.063568ms, UnaccountedTime=0.140041ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
../../../Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, AllOfLoadPackage_Duration=166.550849ms, AllOfLoadPackage_HitCount=24, ResolveRedirectors_Duration=0.001654ms, ResolveRedirectors_HitCount=24, CacheForCookedPlatformData_Duration=2.311531ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052638ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.073500ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.457371ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_389, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.015229ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_175, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.121173ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_288, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, FlushAsyncLoading=0.016555ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.107598ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.052311ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.015557ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.155270ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002321ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.054628ms, SerializeBulkData=0.008274ms, AsyncWrite=0.050321ms, UnaccountedTime=0.134747ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, AllOfLoadPackage_Duration=71.587648ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.358220ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.074491ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.075489ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.593772ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_390, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_216, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.144348ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_289, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.094026ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.050984ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007614ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.150308ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.045687ms, SerializeBulkData=0.007946ms, AsyncWrite=0.047673ms, UnaccountedTime=0.128128ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_off.uasset, AllOfLoadPackage_Duration=99.039990ms, AllOfLoadPackage_HitCount=148, ResolveRedirectors_Duration=0.010271ms, ResolveRedirectors_HitCount=148, CacheForCookedPlatformData_Duration=14.441282ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049330ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.082433ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.663625ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_391, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5FF2868842E6DED8A4C0CB8217190__C44A22A45D6E1E0CCC23391DA16ECB5C18F2849C, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_245, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5FF2868842E6DED8A4C0CB8217190__C44A22A45D6E1E0CCC23391DA16ECB5C18F2849C, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=14.176428ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_290, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_off.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.109587ms, TagPackageExports=0.045024ms, BeginCacheForCookedPlatformData=0.032775ms, SerializeImports=0.063568ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.019532ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.195332ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.048336ms, SerializeBulkData=0.007946ms, AsyncWrite=0.052638ms, UnaccountedTime=0.135738ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=32.497786ms, AllOfLoadPackage_HitCount=1601, ResolveRedirectors_Duration=0.178095ms, ResolveRedirectors_HitCount=1601, CacheForCookedPlatformData_Duration=158.613108ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059262ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.076480ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.948843ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_392, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.30-15.30.48, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_176, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.30-15.30.48, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=158.228073ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
