DDCTransactionId78B80D3F45223A0A79374596B6FF504C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.32.40, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.195826ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_152, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_150, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.083100ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_121, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__3C165209DA57861E760C7FDE86B34DAB4BEDD9C2, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=0.284057ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_122, CachedDataProbablyExists, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_121, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045024ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_127, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_13E72C8244994E84B07022B43B68FA6A__47D923F49EF5D20A2C43DF9B9AA81EDECAB0A5A4, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.197981ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_128, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_127, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052642ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_123, GetCachedData, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_121, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128787ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_153, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__E6F99D52B00B2A72C74F370833BEC4E89D0CC54C, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=0.181429ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_154, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_153, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045028ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_129, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_127, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.097666ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_155, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_153, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.107929ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_13E72C8244994E84B07022B43B68FA6A__C3E2E80EB999CDFC1E40328173DD7E43AB17E8A9, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.180762ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_131, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_130, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048999ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_156, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__CEC46DFF47A7270E3253D9CB8121FE4500C4C570, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=0.329085ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_157, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_156, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045024ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_132, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_130, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.097334ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_158, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_156, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.171162ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_124, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__78B0BCCD73DAE1F80DDD62D84EDBB3DD17A90F4E, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=0.183746ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_125, CachedDataProbablyExists, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_124, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045355ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_133, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__8332A5B2E268B0DE9288294948AA138C2C532D1F, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=0.174142ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_126, GetCachedData, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_124, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.093360ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_134, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_133, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047341ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_135, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_133, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.086077ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_127, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__D6936F37D0D4D033CB6AB36541EFF9628251AD38, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.178449ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_128, CachedDataProbablyExists, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_127, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052311ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__C837127C3C0D003B848D21680A68BBD3B109183E, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=0.294983ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_137, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_136, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_159, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__015BCFA1DFE7077D2014C7F99CD8FC2A8737FE09, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=0.194006ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_129, GetCachedData, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_127, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090715ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_160, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_159, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048995ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_138, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_136, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.130109ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_161, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_159, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.096671ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_3A10A763413311D5F58AC1829854DD54_0__A5DDCBF7847DAB6071D0823EFE2B6E0B1C374297, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=0.161558ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_131, CachedDataProbablyExists, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_130, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044696ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_132, GetCachedData, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_130, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089720ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_162, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__14193CF8B11398D9CB4C66A5A10B7355F9A90096, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.167523ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_163, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_162, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045691ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_164, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_162, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.084423ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_133, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_3A10A763413311D5F58AC1829854DD54_0__95216697A07F1C909D8CB84CA6123B54BD0B3308, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=0.289686ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_134, CachedDataProbablyExists, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_133, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046022ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_139, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__BF3A1C90ADBFC1D83187F2B0A808650123A0F5A3, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=0.199966ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_140, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_139, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053965ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_135, GetCachedData, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_133, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.131104ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_141, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_139, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.102963ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_165, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_BC2760F64087F29A624C6F857EF5AF74_0__78EF76B8D59F15250ECE452384E4C7DE0C0E13C7, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=3250 bytes, Retrieved=true, Duration=0.175137ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_166, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_165, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044033ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_167, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_165, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.101972ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__B5B6E2A76D3AA59238822F3B8833465680A9A81A, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.169508ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_143, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_142, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045024ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_168, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E1D747E4BA32F7D530ED48231A1C__732F74576E6246AE594A71C9EB8F8029949BB805, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=4474 bytes, Retrieved=true, Duration=0.186723ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_169, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_168, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048004ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_144, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_142, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.086412ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_170, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_168, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.106271ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_3A10A763413311D5F58AC1829854DD54_0__B782B43A2B59AD7B0778D2B32181835D63F2D295, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=2.205592ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_137, CachedDataProbablyExists, Parent=DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_136, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=1.936097ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_145, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B3423FC4BD82943796392A5B8A76__9D9E122901DD1A6F018741B8B682B6A9484DE7FB, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=4178 bytes, Retrieved=true, Duration=0.183411ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_146, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_145, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045024ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_171, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E1D747E4BA32F7D530ED48231A1C__10524730D265CE10768302C50EDE90D29267E9E9, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=524552 bytes, Retrieved=true, Duration=1.506701ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_172, CachedDataProbablyExists, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_171, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081442ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_147, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_145, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.108920ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_173, GetCachedData, Parent=DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_171, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.048498ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_148, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B3423FC4BD82943796392A5B8A76__98BEAB85E2524A3D554F80C248759189E9AC56A5, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.294320ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_149, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_148, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048339ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_150, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_148, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.132427ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B3423FC4BD82943796392A5B8A76__A4100196621412530A0E301118FADB2221E2DE91, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.185732ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_152, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_151, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044696ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_153, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_151, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.088725ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_154, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B3423FC4BD82943796392A5B8A76__24DF89457FB94E19B523FF081ABD8572DD50B416, StartTime=2015.11.29-18.32.58, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.171166ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_155, CachedDataProbablyExists, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_154, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048339ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_156, GetCachedData, Parent=DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_154, StartTime=2015.11.29-18.32.58, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.086408ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
