DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.31.30, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.535011ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_273, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_30, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.181094ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__8C11E31833198E6582F84D52D5F1ACE70473B75A, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=11.363324ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_205, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Blue.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.004638ms, BlockTillAllRequestsFinished=0.005625ms, ResetLoadersForSaveUnMarkAllObjects=0.131767ms, TagPackageExports=0.159245ms, BeginCacheForCookedPlatformData=0.041384ms, SerializeImports=0.062574ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.009600ms, SerializeNames=0.019532ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.168182ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.712793ms, SerializeExportMap=0.014901ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=2.985261ms, SerializeBulkData=0.766095ms, AsyncWrite=1.373276ms, UnaccountedTime=0.389338ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__6C42748001665E34E035A67D1A97970665B2A2DF, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=9.513963ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_78, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__77CABBFAE8EC0B2957FAC9B994429DCD32275870, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.667769ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_79, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__66D7D14BA454FBF72711D62BA47235B802137FEB, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.216186ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_80, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__97F0985DFE2D299F60A1729988F9B14FC86C29DD, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.133090ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_206, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/M_Sky_Panning_Clouds2.uasset, FlushAsyncLoading=0.016555ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.172488ms, TagPackageExports=1.614962ms, BeginCacheForCookedPlatformData=0.020526ms, SerializeImports=0.864755ms, GatherLocalizableTextData=0.006292ms, MarkNames=0.023503ms, SerializeSummary=0.011589ms, SerializeNames=0.112563ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.261214ms, SortExportsNonSeekfree=1.290843ms, SortExportsSeekfreeConstructor=0.033770ms, SortExportsSeekfreeInner=1.547754ms, SortExportsSeekfree=0.014570ms, BuildDependencyMap=0.049658ms, SerializeImportMap=0.009932ms, SerializeExportMap=0.015561ms, SerializeDependencyMap=0.007279ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.028141ms, SerializeExports=3.126293ms, SerializeBulkData=0.035759ms, AsyncWrite=0.088066ms, UnaccountedTime=0.151627ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_207, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Zenith_Color.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.073828ms, TagPackageExports=0.011254ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.019204ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003643ms, SerializeSummary=0.007614ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.071842ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.013243ms, SerializeBulkData=0.006955ms, AsyncWrite=0.063896ms, UnaccountedTime=0.064559ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_208, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Horizon_Color.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.075813ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.016551ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.002977ms, SerializeSummary=0.006624ms, SerializeNames=0.011254ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003308ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.065554ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.011917ms, SerializeBulkData=0.006951ms, AsyncWrite=0.044696ms, UnaccountedTime=6.108247ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_209, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Cloud_Color.uasset, FlushAsyncLoading=0.015561ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.091042ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.022843ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.011589ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.102632ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002321ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.014901ms, SerializeBulkData=0.007942ms, AsyncWrite=0.103954ms, UnaccountedTime=0.073500ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_210, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/BP_Sky_Sphere.uasset, FlushAsyncLoading=0.015561ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.165865ms, TagPackageExports=49.639679ms, BeginCacheForCookedPlatformData=0.024498ms, SerializeImports=1.007777ms, GatherLocalizableTextData=0.008278ms, MarkNames=0.036087ms, SerializeSummary=0.011589ms, SerializeNames=0.139710ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.371460ms, SortExportsNonSeekfree=1.673892ms, SortExportsSeekfreeConstructor=0.030130ms, SortExportsSeekfreeInner=6.509501ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.051979ms, SerializeImportMap=0.013903ms, SerializeExportMap=0.015561ms, SerializeDependencyMap=0.005960ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.172157ms, SerializeBulkData=0.009604ms, AsyncWrite=0.087734ms, UnaccountedTime=0.139050ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPersonBP/Maps/2dTests.umap, AllOfLoadPackage_Duration=17.427865ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=3.896035ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.054296ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.613142ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=30.976254ms, SaveCookedPackage_HitCount=2, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_274, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_81, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.105944ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_275, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__A8C14F18E7E9A1A4263B5C5028300A2EDB52C0CC, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_276, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_95FE44BC4C3AF942427110AA6A3EE7FD__3BF779AAA01A235AD3B2A1E8DC9D366F2AF6BA79, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.009272ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_95FE44BC4C3AF942427110AA6A3EE7FD__3BF779AAA01A235AD3B2A1E8DC9D366F2AF6BA79, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.109255ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_277, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__180FBC1BE4B11B218B12B7F09E88F9D93D83EBED, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.039067ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__180FBC1BE4B11B218B12B7F09E88F9D93D83EBED, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=0.075486ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_32, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__B2A2D6A5E89F2F114F64EA2F640572F12B346643, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.057936ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_278, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__6236DDF59DF4D12389D6AFF8BB7D1B1CFF62AB8C, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.009269ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_33, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__F82D9ADAA16895507DF87F5B973533D8D78E18AF, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.034433ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_279, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FEB885274856E350932B72921DDDDFD__5F0F36A6D6499DB500E06D9B75B9A0565206D537, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.009269ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_34, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__6236DDF59DF4D12389D6AFF8BB7D1B1CFF62AB8C, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=12037 bytes, Retrieved=true, Duration=0.096340ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_83, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FEB885274856E350932B72921DDDDFD__5F0F36A6D6499DB500E06D9B75B9A0565206D537, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=11452 bytes, Retrieved=true, Duration=0.150636ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__0C8996B189BBA92BF73AB02547363578140F4B49, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.288360ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__B53D784E9F2D31EA888250F37247E803D6942EF6, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.075486ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__A8C14F18E7E9A1A4263B5C5028300A2EDB52C0CC, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.121832ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_85, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__8ADA033149FC574A58919A3192C37EBB99415E75, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.146993ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__6A64E03EE1DB0A8876A1BA5420E6B4C294B61BC8, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.930306ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_211, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Maps/2dTests.umap, FlushAsyncLoading=0.016551ms, FlushStreamingFunc=0.007287ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.179108ms, TagPackageExports=1.393143ms, BeginCacheForCookedPlatformData=0.215527ms, SerializeImports=2.560496ms, GatherLocalizableTextData=0.009272ms, MarkNames=0.027146ms, SerializeSummary=0.028141ms, SerializeNames=0.132762ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.663463ms, SortExportsNonSeekfree=0.146996ms, SortExportsSeekfreeConstructor=0.014238ms, SortExportsSeekfreeInner=10.924652ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.044364ms, SerializeImportMap=0.018872ms, SerializeExportMap=0.008605ms, SerializeDependencyMap=0.031780ms, SerializeStringAssetReferenceMap=0.005297ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=1.015726ms, SerializeBulkData=0.237044ms, AsyncWrite=0.222482ms, UnaccountedTime=0.498593ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_280, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.11.29-18.31.42, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.308558ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_86, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__E5BDE673A03B9A061D3CB540CC12BEAC0CAC6739, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.206590ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__7BC1922C2E345D1ABB0D1BC46468CD9FFCA2B7A5, StartTime=2015.11.29-18.31.42, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.600561ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_212, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/EmptyActor.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.098325ms, TagPackageExports=0.061247ms, BeginCacheForCookedPlatformData=0.039399ms, SerializeImports=0.093691ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.019863ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.210892ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022184ms, SerializeExports=2.118189ms, SerializeBulkData=0.019863ms, AsyncWrite=1.476902ms, UnaccountedTime=1.189534ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, AllOfLoadPackage_Duration=0.068199ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049993ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012249ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.288526ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_213, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.097003ms, TagPackageExports=0.023838ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.052974ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003975ms, SerializeSummary=0.014566ms, SerializeNames=0.074159ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.013907ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.014566ms, SortExportsSeekfreeInner=0.134084ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.049662ms, SerializeBulkData=0.007614ms, AsyncWrite=0.064559ms, UnaccountedTime=0.096671ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, AllOfLoadPackage_Duration=3.023993ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.047676ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008278ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048999ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025488ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.852334ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
