DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.04.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.538647ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_256, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cone.uasset, FlushAsyncLoading=0.018541ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=3.120668ms, TagPackageExports=0.057276ms, BeginCacheForCookedPlatformData=0.004962ms, SerializeImports=0.077143ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.005629ms, SerializeSummary=0.009932ms, SerializeNames=0.034764ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.018205ms, SortExportsNonSeekfree=0.007950ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.744246ms, SortExportsSeekfree=0.005960ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=0.079125ms, SerializeBulkData=0.009932ms, AsyncWrite=0.082437ms, UnaccountedTime=0.108588ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_257, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/HealthBad.uasset, FlushAsyncLoading=0.014570ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.164874ms, TagPackageExports=0.368152ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.691604ms, GatherLocalizableTextData=0.004306ms, MarkNames=0.003971ms, SerializeSummary=0.009604ms, SerializeNames=0.061907ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.718091ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.572089ms, SerializeBulkData=0.013575ms, AsyncWrite=0.111904ms, UnaccountedTime=0.109915ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_258, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/Grey.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.168845ms, TagPackageExports=0.355236ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.389673ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004966ms, SerializeSummary=0.010595ms, SerializeNames=0.182088ms, SerializeGatherableTextData=0.003971ms, BuildExportMap=0.018541ms, SortExportsNonSeekfree=0.016555ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.736631ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020858ms, SerializeExports=1.476243ms, SerializeBulkData=0.018872ms, AsyncWrite=0.107929ms, UnaccountedTime=0.110578ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_259, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/Black.uasset, FlushAsyncLoading=0.019532ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.189371ms, TagPackageExports=0.346962ms, BeginCacheForCookedPlatformData=0.007614ms, SerializeImports=0.691939ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.004966ms, SerializeSummary=0.012580ms, SerializeNames=0.066213ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.013243ms, SortExportsNonSeekfree=0.021521ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.642609ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021189ms, SerializeExports=0.700876ms, SerializeBulkData=0.012912ms, AsyncWrite=0.104949ms, UnaccountedTime=0.117861ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_260, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions03/Procedurals/ComputeFilterWidth.uasset, FlushAsyncLoading=0.016555ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.133090ms, TagPackageExports=0.053301ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.095017ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.009600ms, SerializeNames=0.032112ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.093695ms, SortExportsNonSeekfree=0.065882ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.258896ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.011589ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017215ms, SerializeExports=0.050653ms, SerializeBulkData=0.008609ms, AsyncWrite=0.069857ms, UnaccountedTime=0.098329ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_261, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/AntiAliasedTextMaterialTranslucent.uasset, FlushAsyncLoading=0.018872ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.160571ms, TagPackageExports=0.377420ms, BeginCacheForCookedPlatformData=0.008278ms, SerializeImports=0.622742ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.011921ms, SerializeSummary=0.011254ms, SerializeNames=0.099324ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.112895ms, SortExportsNonSeekfree=0.131436ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=1.230586ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.018541ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.003308ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021517ms, SerializeExports=0.624731ms, SerializeBulkData=0.012912ms, AsyncWrite=0.126801ms, UnaccountedTime=0.521101ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_262, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/SoundEffects/Dialogue/ah.uasset, FlushAsyncLoading=0.017215ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.089720ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.020195ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009269ms, SerializeNames=0.017881ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.102963ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.013575ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047673ms, UnaccountedTime=0.080120ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_263, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/IDISPLAYTEXT.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.131104ms, TagPackageExports=31.954237ms, BeginCacheForCookedPlatformData=0.024170ms, SerializeImports=0.653531ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.036083ms, SerializeSummary=0.011258ms, SerializeNames=0.139382ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.307895ms, SortExportsNonSeekfree=1.123983ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=2.313521ms, SortExportsSeekfree=0.006951ms, BuildDependencyMap=0.046019ms, SerializeImportMap=0.011921ms, SerializeExportMap=0.018869ms, SerializeDependencyMap=0.006288ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016887ms, SerializeExports=0.207912ms, SerializeBulkData=0.009600ms, AsyncWrite=0.080120ms, UnaccountedTime=0.418141ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_264, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/SM_SkySphere.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.366163ms, TagPackageExports=0.048008ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.064228ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005629ms, SerializeSummary=0.008605ms, SerializeNames=0.025492ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017550ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.655521ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.077471ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012584ms, SerializeExports=0.102296ms, SerializeBulkData=0.023838ms, AsyncWrite=0.141039ms, UnaccountedTime=0.122163ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_363, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__A00DDDDDBF6B391C42CE5DF0F1CB9F5FE88EFD80, StartTime=2015.11.29-18.05.09, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_239, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__A00DDDDDBF6B391C42CE5DF0F1CB9F5FE88EFD80, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.172157ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_201, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__FA0745CFAD35B41F70CEACF87C824D99F6653BC8, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.327431ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_265, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Stars.uasset, FlushAsyncLoading=0.010267ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.090055ms, TagPackageExports=0.061251ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.052638ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.008274ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.153288ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012252ms, SerializeExports=0.047341ms, SerializeBulkData=0.027809ms, AsyncWrite=0.073496ms, UnaccountedTime=0.136070ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_202, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__8F9207BE8FFC8694E1E8C08320ADF4FD519E5F36, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.190694ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_203, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_52640BB9425F976C53CF3FA787E7A__7051E7E88CD36D27158642FBAF42CDC035D428A7, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.102632ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_364, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__033B40A7CD6EDB2A8C5BEC6C104D9FF39FAE99B1, StartTime=2015.11.29-18.05.09, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_240, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__033B40A7CD6EDB2A8C5BEC6C104D9FF39FAE99B1, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=12919 bytes, Retrieved=true, Duration=0.144679ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__659A98AE69E93C35984CE59DFC41B9ADDA0893E2, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=8388871 bytes, Retrieved=true, Duration=29.314947ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_204, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__7BCB945C6A82D205AE96C8F204E5B72B3255112D, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=11.893697ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_266, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Clouds_M.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.118852ms, TagPackageExports=0.098661ms, BeginCacheForCookedPlatformData=0.040721ms, SerializeImports=0.064887ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.004966ms, SerializeSummary=0.009932ms, SerializeNames=0.021189ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.258896ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.056282ms, SerializeBulkData=0.134084ms, AsyncWrite=0.397947ms, UnaccountedTime=1.395129ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_205, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__FDD785012476B36FBFB9EFEFD11F39A3CBC35FE3, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=524549 bytes, Retrieved=true, Duration=1.864590ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_206, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__9B510A5E2DE9B6D05B20B875A1ABB01D63B60746, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.530042ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_207, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_017E72834BC6A481B9D2E7B57B15158__6D829488C3EF91BC7A1CBE9F2A8EEB47433609D9, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.187386ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_365, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.29-18.05.09, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__96C307B0AE07838F12FB69110D8819F1DE4DDA98, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.184074ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_267, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/T_Sky_Blue.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.102300ms, TagPackageExports=0.111241ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.057604ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.009269ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.160567ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.009600ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=0.050325ms, SerializeBulkData=0.576392ms, AsyncWrite=1.735140ms, UnaccountedTime=0.693593ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_241, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__8C11E31833198E6582F84D52D5F1ACE70473B75A, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=11.979445ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_208, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__6C42748001665E34E035A67D1A97970665B2A2DF, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=3.027309ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_209, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__77CABBFAE8EC0B2957FAC9B994429DCD32275870, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.703193ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_210, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__66D7D14BA454FBF72711D62BA47235B802137FEB, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.211887ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_211, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_448D83D64D92F14E184FE88142360__97F0985DFE2D299F60A1729988F9B14FC86C29DD, StartTime=2015.11.29-18.05.09, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.128124ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_268, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/M_Sky_Panning_Clouds2.uasset, FlushAsyncLoading=0.022180ms, FlushStreamingFunc=0.005960ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.185069ms, TagPackageExports=0.488330ms, BeginCacheForCookedPlatformData=0.012249ms, SerializeImports=0.783645ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.021849ms, SerializeSummary=0.012252ms, SerializeNames=0.175465ms, SerializeGatherableTextData=0.003643ms, BuildExportMap=0.255585ms, SortExportsNonSeekfree=2.227440ms, SortExportsSeekfreeConstructor=0.014570ms, SortExportsSeekfreeInner=1.380894ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.036750ms, SerializeImportMap=0.006288ms, SerializeExportMap=0.014897ms, SerializeDependencyMap=0.136733ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.653200ms, SerializeBulkData=0.010926ms, AsyncWrite=0.073832ms, UnaccountedTime=0.127792ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_269, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSky/C_Sky_Zenith_Color.uasset, FlushAsyncLoading=0.016555ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083432ms, TagPackageExports=0.011254ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.019863ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008274ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.076808ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.013571ms, SerializeBulkData=0.007287ms, AsyncWrite=0.050321ms, UnaccountedTime=0.066876ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
